Name:  White Marble 
11.394	2.9971
11.369	3.2896
11.344	4.2871
11.319	6.2548
11.294	9.3594
11.270	13.472
11.245	18.060
11.221	22.455
11.197	26.213
11.173	29.153
11.149	31.312
11.125	32.892
11.101	34.149
11.077	35.241
11.054	36.197
11.030	37.001
11.007	37.684
10.983	38.256
10.960	38.692
10.937	38.959
10.914	39.016
10.891	38.844
10.868	38.466
10.846	37.911
10.823	37.225
10.800	36.464
10.778	35.689
10.755	34.953
10.733	34.307
10.711	33.808
10.689	33.494
10.667	33.352
10.645	33.333
10.623	33.381
10.602	33.452
10.580	33.527
10.558	33.628
10.537	33.801
10.516	34.093
10.494	34.511
10.473	35.020
10.452	35.556
10.431	36.045
10.410	36.431
10.389	36.695
10.368	36.826
10.348	36.819
10.327	36.667
10.306	36.368
10.286	35.935
10.266	35.409
10.245	34.870
10.225	34.427
10.205	34.135
10.185	33.977
10.165	33.885
10.145	33.761
10.125	33.528
10.106	33.152
10.086	32.671
10.066	32.169
10.047	31.718
10.027	31.351
10.008	31.066
9.9887	30.833
9.9695	30.603
9.9504	30.345
9.9313	30.054
9.9123	29.753
9.8934	29.481
9.8746	29.280
9.8558	29.170
9.8371	29.153
9.8185	29.210
9.7999	29.319
9.7814	29.473
9.7630	29.702
9.7447	30.057
9.7264	30.574
9.7082	31.251
9.6900	32.046
9.6719	32.870
9.6539	33.623
9.6360	34.225
9.6181	34.669
9.6003	34.993
9.5825	35.260
9.5649	35.523
9.5472	35.807
9.5297	36.108
9.5122	36.398
9.4948	36.642
9.4774	36.806
9.4601	36.858
9.4429	36.783
9.4257	36.583
9.4086	36.281
9.3916	35.932
9.3746	35.640
9.3577	35.545
9.3408	35.692
9.3240	35.907
9.3073	35.893
9.2906	35.356
9.2740	34.170
9.2574	32.506
9.2409	30.849
9.2245	29.860
9.2081	29.987
9.1918	31.195
9.1755	33.066
9.1593	35.007
9.1431	36.521
9.1270	37.386
9.1110	37.667
9.0950	37.619
9.0791	37.490
9.0632	37.399
9.0474	37.364
9.0316	37.347
9.0159	37.312
9.0003	37.250
8.9847	37.152
8.9691	37.010
8.9536	36.824
8.9382	36.607
8.9228	36.377
8.9075	36.141
8.8922	35.899
8.8770	35.648
8.8618	35.387
8.8467	35.108
8.8316	34.792
8.8166	34.415
8.8016	33.957
8.7867	33.399
8.7718	32.729
8.7570	31.956
8.7422	31.103
8.7275	30.196
8.7129	29.245
8.6982	28.248
8.6837	27.194
8.6692	26.069
8.6547	24.876
8.6403	23.667
8.6259	22.522
8.6116	21.526
8.5973	20.756
8.5830	20.251
8.5688	19.982
8.5547	19.869
8.5406	19.820
8.5266	19.765
8.5126	19.670
8.4986	19.538
8.4847	19.404
8.4708	19.311
8.4570	19.286
8.4432	19.339
8.4295	19.475
8.4158	19.693
8.4022	19.991
8.3886	20.363
8.3750	20.787
8.3615	21.231
8.3481	21.655
8.3347	22.029
8.3213	22.344
8.3079	22.603
8.2946	22.817
8.2814	23.005
8.2682	23.177
8.2550	23.335
8.2419	23.471
8.2288	23.570
8.2158	23.619
8.2028	23.607
8.1898	23.521
8.1769	23.373
8.1640	23.181
8.1512	22.966
8.1384	22.736
8.1256	22.489
8.1129	22.221
8.1002	21.935
8.0876	21.643
8.0750	21.387
8.0624	21.211
8.0499	21.142
8.0374	21.177
8.0250	21.289
8.0126	21.428
8.0002	21.534
7.9879	21.560
7.9756	21.484
7.9634	21.305
7.9512	21.033
7.9390	20.694
7.9268	20.335
7.9147	19.993
7.9027	19.709
7.8906	19.512
7.8786	19.398
7.8667	19.328
7.8548	19.247
7.8429	19.116
7.8310	18.916
7.8192	18.650
7.8075	18.363
7.7957	18.108
7.7840	17.908
7.7723	17.751
7.7607	17.611
7.7491	17.459
7.7375	17.258
7.7260	16.981
7.7145	16.632
7.7031	16.232
7.6916	15.792
7.6802	15.319
7.6689	14.830
7.6575	14.343
7.6462	13.867
7.6350	13.416
7.6238	13.006
7.6126	12.650
7.6014	12.349
7.5903	12.099
7.5792	11.891
7.5681	11.719
7.5571	11.573
7.5461	11.444
7.5351	11.317
7.5242	11.182
7.5133	11.033
7.5024	10.868
7.4916	10.682
7.4807	10.481
7.4700	10.266
7.4592	10.037
7.4485	9.7933
7.4378	9.5389
7.4272	9.2832
7.4165	9.0324
7.4059	8.7887
7.3954	8.5467
7.3848	8.2954
7.3743	8.0252
7.3639	7.7309
7.3534	7.4123
7.3430	7.0768
7.3326	6.7315
7.3223	6.3876
7.3119	6.0563
7.3016	5.7468
7.2914	5.4678
7.2811	5.2237
7.2709	5.0136
7.2607	4.8308
7.2506	4.6610
7.2404	4.4997
7.2303	4.3470
7.2203	4.2058
7.2102	4.0844
7.2002	3.9913
7.1902	3.9321
7.1803	3.9030
7.1703	3.8982
7.1604	3.9165
7.1506	3.9565
7.1407	4.0199
7.1309	4.1099
7.1211	4.2229
7.1113	4.3470
7.1016	4.4661
7.0919	4.5677
7.0822	4.6409
7.0725	4.6807
7.0629	4.6935
7.0533	4.6901
7.0437	4.6759
7.0341	4.6544
7.0246	4.6316
7.0151	4.6094
7.0056	4.5817
6.9962	4.5499
6.9867	4.5229
6.9773	4.5035
6.9679	4.4926
6.9586	4.4919
6.9493	4.5023
6.9400	4.5187
6.9307	4.5369
6.9214	4.5618
6.9122	4.5949
6.9030	4.6309
6.8938	4.6681
6.8847	4.7043
6.8755	4.7375
6.8664	4.7657
6.8573	4.7941
6.8483	4.8310
6.8393	4.8775
6.8302	4.9312
6.8213	4.9909
6.8123	5.0518
6.8034	5.1088
6.7944	5.1590
6.7855	5.2073
6.7767	5.2604
6.7678	5.3175
6.7590	5.3767
6.7502	5.4411
6.7414	5.5102
6.7327	5.5841
6.7239	5.6668
6.7152	5.7648
6.7065	5.8832
6.6979	6.0154
6.6892	6.1499
6.6806	6.2851
6.6720	6.4165
6.6634	6.5406
6.6549	6.6657
6.6464	6.8044
6.6378	6.9683
6.6294	7.1570
6.6209	7.3612
6.6124	7.5798
6.6040	7.8078
6.5956	8.0347
6.5872	8.2587
6.5789	8.4813
6.5705	8.7046
6.5622	8.9265
6.5539	9.1432
6.5456	9.3578
6.5374	9.5681
6.5292	9.7713
6.5209	9.9666
6.5128	10.161
6.5046	10.365
6.4964	10.593
6.4883	10.860
6.4802	11.169
6.4721	11.505
6.4640	11.826
6.4560	12.076
6.4480	12.194
6.4399	12.142
6.4320	11.909
6.4240	11.524
6.4160	11.042
6.4081	10.520
6.4002	10.003
6.3923	9.5108
6.3844	9.0440
6.3766	8.5855
6.3687	8.1112
6.3609	7.6105
6.3531	7.0825
6.3454	6.5361
6.3376	5.9924
6.3299	5.4828
6.3221	5.0333
6.3144	4.6608
6.3068	4.3794
6.2991	4.1980
6.2914	4.1038
6.2838	4.0680
6.2762	4.0623
6.2686	4.0578
6.2611	4.0273
6.2535	3.9612
6.2460	3.8698
6.2385	3.7772
6.2310	3.6984
6.2235	3.6328
6.2160	3.5792
6.2086	3.5340
6.2011	3.4890
6.1937	3.4381
6.1863	3.3827
6.1790	3.3374
6.1716	3.3121
6.1643	3.3067
6.1570	3.3261
6.1496	3.3744
6.1424	3.4409
6.1351	3.5075
6.1278	3.5698
6.1206	3.6337
6.1134	3.7021
6.1062	3.7779
6.0990	3.8710
6.0918	3.9802
6.0847	4.0964
6.0776	4.2179
6.0704	4.3508
6.0633	4.4995
6.0563	4.6667
6.0492	4.8559
6.0421	5.0719
6.0351	5.3066
6.0281	5.5540
6.0211	5.8122
6.0141	6.0667
6.0071	6.3069
6.0002	6.5319
5.9932	6.7412
5.9863	6.9418
5.9794	7.1372
5.9725	7.3342
5.9657	7.5355
5.9588	7.7382
5.9520	7.9459
5.9451	8.1619
5.9383	8.3859
5.9315	8.6175
5.9247	8.8481
5.9180	9.0727
5.9112	9.2896
5.9045	9.4963
5.8978	9.6910
5.8911	9.8743
5.8844	10.047
5.8777	10.208
5.8711	10.347
5.8644	10.459
5.8578	10.544
5.8512	10.591
5.8446	10.602
5.8380	10.589
5.8314	10.563
5.8249	10.543
5.8184	10.539
5.8118	10.552
5.8053	10.573
5.7988	10.585
5.7923	10.578
5.7859	10.545
5.7794	10.488
5.7730	10.431
5.7666	10.397
5.7602	10.410
5.7538	10.481
5.7474	10.613
5.7410	10.797
5.7347	11.019
5.7283	11.271
5.7220	11.546
5.7157	11.835
5.7094	12.135
5.7031	12.446
5.6969	12.766
5.6906	13.104
5.6844	13.487
5.6782	13.938
5.6719	14.455
5.6657	15.012
5.6596	15.567
5.6534	16.058
5.6472	16.408
5.6411	16.535
5.6349	16.368
5.6288	15.840
5.6227	14.902
5.6166	13.542
5.6106	11.813
5.6045	9.8399
5.5984	7.8031
5.5924	5.8934
5.5864	4.2691
5.5804	3.0201
5.5744	2.1673
5.5684	1.6994
5.5624	1.6314
5.5564	2.0380
5.5505	3.0277
5.5445	4.6802
5.5386	6.9716
5.5327	9.7360
5.5268	12.708
5.5209	15.610
5.5151	18.236
5.5092	20.496
5.5033	22.407
5.4975	24.054
5.4917	25.527
5.4859	26.889
5.4801	28.171
5.4743	29.392
5.4685	30.564
5.4628	31.702
5.4570	32.811
5.4513	33.892
5.4455	34.951
5.4398	35.984
5.4341	36.987
5.4284	37.961
5.4228	38.911
5.4171	39.846
5.4114	40.761
5.4058	41.651
5.4002	42.516
5.3945	43.354
5.3889	44.166
5.3833	44.956
5.3778	45.726
5.3722	46.482
5.3666	47.219
5.3611	47.932
5.3555	48.622
5.3500	49.296
5.3445	49.962
5.3390	50.620
5.3335	51.273
5.3280	51.922
5.3225	52.559
5.3171	53.175
5.3116	53.764
5.3062	54.322
5.3008	54.851
5.2954	55.348
5.2900	55.822
5.2846	56.277
5.2792	56.719
5.2738	57.152
5.2684	57.576
5.2631	57.992
5.2578	58.402
5.2524	58.809
5.2471	59.211
5.2418	59.604
5.2365	59.983
5.2312	60.347
5.2260	60.697
5.2207	61.034
5.2154	61.362
5.2102	61.687
5.2050	62.003
5.1998	62.302
5.1945	62.575
5.1893	62.819
5.1842	63.039
5.1790	63.241
5.1738	63.438
5.1686	63.640
5.1635	63.848
5.1584	64.055
5.1532	64.252
5.1481	64.438
5.1430	64.624
5.1379	64.799
5.1328	64.870
5.1277	64.619
5.1227	63.810
5.1176	62.370
5.1126	60.489
5.1075	58.616
5.1025	57.345
5.0975	57.178
5.0925	58.262
5.0875	60.253
5.0825	62.545
5.0775	64.582
5.0726	66.031
5.0676	66.830
5.0627	67.144
5.0577	67.227
5.0528	67.261
5.0479	67.293
5.0430	67.309
5.0380	67.298
5.0332	67.257
5.0283	67.196
5.0234	67.132
5.0185	67.081
5.0137	67.045
5.0088	67.031
5.0040	67.033
4.9992	67.041
4.9944	67.044
4.9896	67.038
4.9848	67.027
4.9800	67.018
4.9752	67.015
4.9704	67.021
4.9657	67.034
4.9609	67.046
4.9562	67.058
4.9514	67.063
4.9467	67.062
4.9420	67.061
4.9373	67.067
4.9326	67.085
4.9279	67.117
4.9232	67.167
4.9186	67.239
4.9139	67.325
4.9092	67.420
4.9046	67.518
4.9000	67.615
4.8953	67.704
4.8907	67.782
4.8861	67.850
4.8815	67.914
4.8769	67.978
4.8723	68.039
4.8678	68.092
4.8632	68.134
4.8586	68.168
4.8541	68.195
4.8495	68.220
4.8450	68.250
4.8405	68.293
4.8360	68.343
4.8315	68.385
4.8270	68.413
4.8225	68.427
4.8180	68.429
4.8135	68.412
4.8090	68.383
4.8046	68.352
4.8001	68.317
4.7957	68.280
4.7913	68.237
4.7868	68.180
4.7824	68.090
4.7780	67.937
4.7736	67.709
4.7692	67.400
4.7648	67.008
4.7605	66.540
4.7561	66.002
4.7517	65.392
4.7474	64.699
4.7431	63.900
4.7387	62.978
4.7344	61.913
4.7301	60.677
4.7258	59.249
4.7215	57.629
4.7172	55.844
4.7129	53.951
4.7086	52.025
4.7043	50.159
4.7000	48.440
4.6958	46.932
4.6915	45.664
4.6873	44.651
4.6831	43.887
4.6788	43.350
4.6746	43.020
4.6704	42.886
4.6662	42.958
4.6620	43.254
4.6578	43.802
4.6536	44.632
4.6495	45.737
4.6453	47.067
4.6411	48.537
4.6370	50.048
4.6328	51.509
4.6287	52.853
4.6246	54.051
4.6205	55.102
4.6163	56.011
4.6122	56.783
4.6081	57.423
4.6040	57.939
4.6000	58.354
4.5959	58.695
4.5918	58.981
4.5877	59.223
4.5837	59.419
4.5796	59.570
4.5756	59.676
4.5716	59.742
4.5675	59.784
4.5635	59.819
4.5595	59.855
4.5555	59.889
4.5515	59.917
4.5475	59.943
4.5435	59.965
4.5395	59.987
4.5356	60.011
4.5316	60.041
4.5276	60.075
4.5237	60.112
4.5197	60.155
4.5158	60.213
4.5119	60.297
4.5080	60.421
4.5040	60.593
4.5001	60.822
4.4962	61.110
4.4923	61.458
4.4884	61.857
4.4846	62.296
4.4807	62.762
4.4768	63.242
4.4730	63.721
4.4691	64.188
4.4652	64.640
4.4614	65.079
4.4576	65.499
4.4537	65.903
4.4499	66.305
4.4461	66.716
4.4423	67.136
4.4385	67.563
4.4347	67.990
4.4309	68.399
4.4271	68.770
4.4233	69.090
4.4196	69.365
4.4158	69.595
4.4120	69.783
4.4083	69.938
4.4045	70.069
4.4008	70.180
4.3971	70.275
4.3934	70.358
4.3896	70.431
4.3859	70.488
4.3822	70.520
4.3785	70.518
4.3748	70.468
4.3711	70.350
4.3674	70.154
4.3638	69.880
4.3601	69.543
4.3564	69.172
4.3528	68.805
4.3491	68.480
4.3455	68.219
4.3418	68.033
4.3382	67.917
4.3346	67.855
4.3310	67.830
4.3273	67.821
4.3237	67.814
4.3201	67.808
4.3165	67.819
4.3129	67.866
4.3094	67.959
4.3058	68.094
4.3022	68.255
4.2986	68.411
4.2951	68.537
4.2915	68.626
4.2880	68.682
4.2844	68.712
4.2809	68.716
4.2774	68.689
4.2738	68.623
4.2703	68.514
4.2668	68.377
4.2633	68.233
4.2598	68.094
4.2563	67.975
4.2528	67.874
4.2493	67.778
4.2458	67.675
4.2424	67.555
4.2389	67.416
4.2354	67.262
4.2320	67.097
4.2285	66.932
4.2251	66.772
4.2216	66.617
4.2182	66.469
4.2148	66.326
4.2113	66.177
4.2079	66.017
4.2045	65.841
4.2011	65.647
4.1977	65.433
4.1943	65.196
4.1909	64.948
4.1875	64.691
4.1841	64.428
4.1808	64.163
4.1774	63.895
4.1740	63.623
4.1707	63.338
4.1673	63.035
4.1640	62.715
4.1606	62.376
4.1573	62.012
4.1540	61.624
4.1506	61.209
4.1473	60.765
4.1440	60.289
4.1407	59.779
4.1374	59.243
4.1341	58.682
4.1308	58.102
4.1275	57.508
4.1242	56.907
4.1209	56.305
4.1177	55.699
4.1144	55.088
4.1111	54.474
4.1079	53.854
4.1046	53.227
4.1014	52.589
4.0981	51.937
4.0949	51.264
4.0917	50.560
4.0884	49.816
4.0852	49.022
4.0820	48.169
4.0788	47.258
4.0756	46.294
4.0724	45.288
4.0692	44.253
4.0660	43.201
4.0628	42.125
4.0596	40.990
4.0565	39.751
4.0533	38.352
4.0501	36.746
4.0470	34.920
4.0438	32.899
4.0406	30.749
4.0375	28.549
4.0344	26.379
4.0312	24.304
4.0281	22.362
4.0250	20.565
4.0218	18.914
4.0187	17.396
4.0156	15.991
4.0125	14.670
4.0094	13.408
4.0063	12.191
4.0032	11.015
4.0001	9.8972
3.9970	8.8661
3.9940	7.9530
3.9909	7.1838
3.9878	6.5764
3.9847	6.1380
3.9817	5.8633
3.9786	5.7305
3.9756	5.7049
3.9725	5.7558
3.9695	5.8647
3.9665	6.0329
3.9634	6.2841
3.9604	6.6510
3.9574	7.1623
3.9544	7.8343
3.9513	8.6788
3.9483	9.6862
3.9453	10.811
3.9423	11.977
3.9393	13.088
3.9363	14.054
3.9333	14.811
3.9304	15.356
3.9274	15.753
3.9244	16.076
3.9214	16.376
3.9185	16.676
3.9155	16.965
3.9126	17.221
3.9096	17.432
3.9067	17.604
3.9037	17.756
3.9008	17.898
3.8979	18.037
3.8949	18.175
3.8920	18.305
3.8891	18.419
3.8862	18.522
3.8833	18.618
3.8804	18.707
3.8775	18.785
3.8746	18.861
3.8717	18.945
3.8688	19.035
3.8659	19.129
3.8630	19.234
3.8601	19.354
3.8573	19.491
3.8544	19.647
3.8515	19.832
3.8487	20.062
3.8458	20.358
3.8430	20.744
3.8401	21.252
3.8373	21.907
3.8344	22.722
3.8316	23.690
3.8288	24.786
3.8259	25.980
3.8231	27.240
3.8203	28.548
3.8175	29.902
3.8147	31.320
3.8119	32.834
3.8091	34.485
3.8063	36.314
3.8035	38.352
3.8007	40.604
3.7979	43.037
3.7951	45.571
3.7924	48.087
3.7896	50.454
3.7868	52.563
3.7841	54.353
3.7813	55.824
3.7785	57.022
3.7758	58.013
3.7730	58.855
3.7703	59.583
3.7676	60.214
3.7648	60.751
3.7621	61.198
3.7594	61.572
3.7566	61.897
3.7539	62.194
3.7512	62.486
3.7485	62.787
3.7458	63.109
3.7431	63.456
3.7404	63.828
3.7377	64.218
3.7350	64.613
3.7323	64.996
3.7296	65.356
3.7269	65.678
3.7242	65.957
3.7216	66.193
3.7189	66.393
3.7162	66.567
3.7136	66.719
3.7109	66.848
3.7083	66.961
3.7056	67.061
3.7030	67.151
3.7003	67.235
3.6977	67.317
3.6950	67.404
3.6924	67.484
3.6898	67.543
3.6872	67.582
3.6845	67.602
3.6819	67.603
3.6793	67.586
3.6767	67.561
3.6741	67.534
3.6715	67.497
3.6689	67.445
3.6663	67.378
3.6637	67.295
3.6611	67.191
3.6585	67.076
3.6560	66.961
3.6534	66.854
3.6508	66.753
3.6482	66.648
3.6457	66.531
3.6431	66.388
3.6406	66.220
3.6380	66.033
3.6355	65.836
3.6329	65.639
3.6304	65.446
3.6278	65.249
3.6253	65.039
3.6227	64.811
3.6202	64.566
3.6177	64.306
3.6152	64.031
3.6127	63.737
3.6101	63.422
3.6076	63.075
3.6051	62.681
3.6026	62.231
3.6001	61.723
3.5976	61.157
3.5951	60.530
3.5926	59.833
3.5901	59.059
3.5876	58.185
3.5852	57.195
3.5827	56.092
3.5802	54.925
3.5777	53.778
3.5753	52.747
3.5728	51.916
3.5704	51.331
3.5679	50.963
3.5654	50.724
3.5630	50.498
3.5605	50.187
3.5581	49.723
3.5557	49.072
3.5532	48.246
3.5508	47.283
3.5484	46.210
3.5459	45.039
3.5435	43.771
3.5411	42.399
3.5387	40.909
3.5363	39.282
3.5338	37.513
3.5314	35.609
3.5290	33.588
3.5266	31.490
3.5242	29.377
3.5218	27.325
3.5195	25.416
3.5171	23.719
3.5147	22.277
3.5123	21.096
3.5099	20.141
3.5075	19.356
3.5052	18.680
3.5028	18.054
3.5004	17.443
3.4981	16.837
3.4957	16.240
3.4934	15.660
3.4910	15.095
3.4887	14.545
3.4863	14.021
3.4840	13.538
3.4816	13.135
3.4793	12.873
3.4770	12.821
3.4746	13.057
3.4723	13.623
3.4700	14.512
3.4677	15.659
3.4653	16.944
3.4630	18.240
3.4607	19.417
3.4584	20.393
3.4561	21.158
3.4538	21.735
3.4515	22.154
3.4492	22.450
3.4469	22.660
3.4446	22.808
3.4423	22.913
3.4400	22.990
3.4378	23.059
3.4355	23.132
3.4332	23.202
3.4309	23.263
3.4287	23.311
3.4264	23.343
3.4241	23.364
3.4219	23.367
3.4196	23.349
3.4174	23.319
3.4151	23.272
3.4129	23.205
3.4106	23.114
3.4084	23.006
3.4061	22.891
3.4039	22.769
3.4017	22.651
3.3994	22.551
3.3972	22.463
3.3950	22.372
3.3928	22.267
3.3906	22.148
3.3883	22.009
3.3861	21.851
3.3839	21.689
3.3817	21.530
3.3795	21.384
3.3773	21.257
3.3751	21.158
3.3729	21.079
3.3707	20.990
3.3685	20.859
3.3663	20.650
3.3641	20.329
3.3620	19.883
3.3598	19.333
3.3576	18.724
3.3554	18.120
3.3533	17.627
3.3511	17.394
3.3489	17.586
3.3468	18.361
3.3446	19.829
3.3425	22.014
3.3403	24.817
3.3382	28.022
3.3360	31.357
3.3339	34.565
3.3317	37.452
3.3296	39.926
3.3274	41.987
3.3253	43.695
3.3232	45.139
3.3210	46.383
3.3189	47.463
3.3168	48.416
3.3147	49.270
3.3126	50.045
3.3104	50.756
3.3083	51.420
3.3062	52.058
3.3041	52.673
3.3020	53.266
3.2999	53.847
3.2978	54.410
3.2957	54.941
3.2936	55.428
3.2915	55.866
3.2894	56.267
3.2874	56.645
3.2853	57.017
3.2832	57.397
3.2811	57.779
3.2790	58.156
3.2770	58.519
3.2749	58.857
3.2728	59.173
3.2708	59.468
3.2687	59.754
3.2666	60.033
3.2646	60.302
3.2625	60.555
3.2605	60.791
3.2584	61.002
3.2564	61.193
3.2543	61.378
3.2523	61.565
3.2503	61.745
3.2482	61.917
3.2462	62.079
3.2442	62.233
3.2421	62.385
3.2401	62.550
3.2381	62.737
3.2361	62.937
3.2340	63.128
3.2320	63.299
3.2300	63.434
3.2280	63.535
3.2260	63.617
3.2240	63.694
3.2220	63.781
3.2200	63.890
3.2180	64.025
3.2160	64.166
3.2140	64.294
3.2120	64.401
3.2100	64.486
3.2080	64.548
3.2060	64.601
3.2040	64.659
3.2021	64.726
3.2001	64.793
3.1981	64.857
3.1961	64.918
3.1942	64.970
3.1922	65.007
3.1902	65.022
3.1883	65.014
3.1863	64.982
3.1844	64.924
3.1824	64.848
3.1805	64.766
3.1785	64.666
3.1766	64.535
3.1746	64.367
3.1727	64.153
3.1707	63.890
3.1688	63.574
3.1669	63.220
3.1649	62.844
3.1630	62.449
3.1611	62.051
3.1591	61.674
3.1572	61.331
3.1553	61.038
3.1534	60.806
3.1515	60.653
3.1495	60.584
3.1476	60.590
3.1457	60.661
3.1438	60.785
3.1419	60.937
3.1400	61.103
3.1381	61.269
3.1362	61.424
3.1343	61.555
3.1324	61.651
3.1305	61.723
3.1286	61.775
3.1268	61.790
3.1249	61.751
3.1230	61.639
3.1211	61.435
3.1192	61.134
3.1174	60.769
3.1155	60.403
3.1136	60.089
3.1117	59.858
3.1099	59.726
3.1080	59.691
3.1061	59.733
3.1043	59.835
3.1024	59.989
3.1006	60.185
3.0987	60.415
3.0969	60.670
3.0950	60.934
3.0932	61.195
3.0913	61.454
3.0895	61.721
3.0876	61.999
3.0858	62.286
3.0840	62.585
3.0821	62.885
3.0803	63.157
3.0785	63.379
3.0766	63.540
3.0748	63.647
3.0730	63.708
3.0712	63.745
3.0694	63.787
3.0675	63.844
3.0657	63.914
3.0639	63.996
3.0621	64.089
3.0603	64.190
3.0585	64.301
3.0567	64.423
3.0549	64.547
3.0531	64.660
3.0513	64.754
3.0495	64.826
3.0477	64.886
3.0459	64.947
3.0441	65.016
3.0423	65.099
3.0406	65.191
3.0388	65.282
3.0370	65.359
3.0352	65.409
3.0334	65.439
3.0317	65.456
3.0299	65.460
3.0281	65.475
3.0264	65.517
3.0246	65.577
3.0228	65.645
3.0211	65.712
3.0193	65.769
3.0176	65.805
3.0158	65.807
3.0140	65.802
3.0123	65.815
3.0105	65.845
3.0088	65.894
3.0070	65.953
3.0053	66.013
3.0036	66.048
3.0018	66.040
3.0001	66.007
2.9984	65.970
2.9966	65.945
2.9949	65.942
2.9932	65.969
2.9914	66.025
2.9897	66.087
2.9880	66.134
2.9863	66.157
2.9845	66.154
2.9828	66.130
2.9811	66.095
2.9794	66.055
2.9777	66.019
2.9760	65.980
2.9743	65.940
2.9726	65.912
2.9709	65.902
2.9692	65.908
2.9675	65.921
2.9658	65.931
2.9641	65.924
2.9624	65.893
2.9607	65.850
2.9590	65.826
2.9573	65.827
2.9556	65.842
2.9539	65.866
2.9523	65.891
2.9506	65.910
2.9489	65.914
2.9472	65.908
2.9455	65.908
2.9439	65.912
2.9422	65.908
2.9405	65.908
2.9389	65.925
2.9372	65.966
2.9355	66.013
2.9339	66.052
2.9322	66.084
2.9306	66.094
2.9289	66.073
2.9272	66.040
2.9256	66.016
2.9239	66.009
2.9223	66.010
2.9207	66.015
2.9190	66.025
2.9174	66.041
2.9157	66.066
2.9141	66.109
2.9124	66.173
2.9108	66.251
2.9092	66.325
2.9075	66.384
2.9059	66.431
2.9043	66.474
2.9027	66.522
2.9010	66.583
2.8994	66.655
2.8978	66.731
2.8962	66.802
2.8946	66.870
2.8929	66.942
2.8913	67.016
2.8897	67.083
2.8881	67.130
2.8865	67.160
2.8849	67.183
2.8833	67.216
2.8817	67.274
2.8801	67.366
2.8785	67.480
2.8769	67.595
2.8753	67.685
2.8737	67.757
2.8721	67.818
2.8705	67.873
2.8689	67.925
2.8673	67.972
2.8658	68.019
2.8642	68.069
2.8626	68.121
2.8610	68.176
2.8594	68.235
2.8579	68.300
2.8563	68.361
2.8547	68.399
2.8531	68.421
2.8516	68.446
2.8500	68.475
2.8484	68.502
2.8469	68.529
2.8453	68.568
2.8437	68.616
2.8422	68.652
2.8406	68.678
2.8391	68.701
2.8375	68.717
2.8360	68.708
2.8344	68.665
2.8329	68.584
2.8313	68.474
2.8298	68.353
2.8282	68.236
2.8267	68.136
2.8252	68.068
2.8236	68.027
2.8221	67.984
2.8205	67.919
2.8190	67.834
2.8175	67.735
2.8159	67.613
2.8144	67.453
2.8129	67.269
2.8114	67.062
2.8098	66.823
2.8083	66.559
2.8068	66.283
2.8053	66.001
2.8038	65.706
2.8022	65.385
2.8007	65.036
2.7992	64.655
2.7977	64.231
2.7962	63.763
2.7947	63.255
2.7932	62.732
2.7917	62.230
2.7902	61.796
