Name: Greywacke Sandstone
Type:  Rocks
9.5472	9.9883
9.5297	10.138
9.5122	10.3266
9.4948	10.542
9.4774	10.786
9.4601	11.0898
9.4429	11.492
9.4257	12.0095
9.4086	12.6165
9.3916	13.2848
9.3746	13.9762
9.3577	14.6225
9.3408	15.1656
9.324	15.5761
9.3073	15.8475
9.2906	15.9974
9.274	16.0621
9.2574	16.059
9.2409	16.018
9.2245	15.9673
9.2081	15.9159
9.1918	15.8706
9.1755	15.8185
9.1593	15.7718
9.1431	15.7403
9.127	15.7109
9.111	15.6804
9.095	15.6513
9.0791	15.6374
9.0632	15.6467
9.0474	15.6551
9.0316	15.6594
9.0159	15.6601
9.0003	15.6563
8.9847	15.6433
8.9691	15.6374
8.9536	15.6534
8.9382	15.6757
8.9228	15.683
8.9075	15.678
8.8922	15.673
8.877	15.6525
8.8618	15.6125
8.8467	15.5648
8.8316	15.5044
8.8166	15.4234
8.8016	15.329
8.7867	15.2352
8.7718	15.1488
8.757	15.0551
8.7422	14.9548
8.7275	14.8368
8.7129	14.6579
8.6982	14.3475
8.6837	13.8128
8.6692	13.0362
8.6547	12.1997
8.6403	11.596
8.6259	11.4226
8.6116	11.7432
8.5973	12.4801
8.583	13.4078
8.5688	14.2475
8.5547	14.8189
8.5406	15.1467
8.5266	15.3447
8.5126	15.4654
8.4986	15.5366
8.4847	15.5802
8.4708	15.6027
8.457	15.6128
8.4432	15.6113
8.4295	15.5955
8.4158	15.5809
8.4022	15.573
8.3886	15.5555
8.375	15.5338
8.3615	15.5237
8.3481	15.5094
8.3347	15.4814
8.3213	15.4453
8.3079	15.4065
8.2946	15.3627
8.2814	15.2962
8.2682	15.205
8.255	15.0964
8.2419	14.9523
8.2288	14.7804
8.2158	14.589
8.2028	14.3496
8.1898	14.0458
8.1769	13.6583
8.164	13.1694
8.1512	12.5833
8.1384	11.922
8.1256	11.23
8.1129	10.5407
8.1002	9.8677
8.0876	9.232
8.075	8.6364
8.0624	8.0706
8.0499	7.544
8.0374	7.0667
8.025	6.6293
8.0126	6.2245
8.0002	5.8432
7.9879	5.4773
7.9756	5.1181
7.9634	4.7593
7.9512	4.4176
7.939	4.1023
7.9268	3.8088
7.9147	3.5412
7.9027	3.3015
7.8906	3.0857
7.8786	2.8912
7.8667	2.712
7.8548	2.5584
7.8429	2.4289
7.831	2.3182
7.8192	2.2244
7.8075	2.1406
7.7957	2.0626
7.784	1.9975
7.7723	1.9387
7.7607	1.8813
7.7491	1.8189
7.7375	1.7518
7.726	1.683
7.7145	1.6169
7.7031	1.5616
7.6916	1.5212
7.6802	1.4872
7.6689	1.4537
7.6575	1.4186
7.6462	1.3848
7.635	1.3515
7.6238	1.3231
7.6126	1.2972
7.6014	1.2721
7.5903	1.258
7.5792	1.2458
7.5681	1.226
7.5571	1.2073
7.5461	1.1875
7.5351	1.1762
7.5242	1.1719
7.5133	1.1671
7.5024	1.1638
7.4916	1.1533
7.4807	1.1345
7.47	1.1151
7.4592	1.0987
7.4485	1.0962
7.4378	1.101
7.4272	1.1049
7.4165	1.1087
7.4059	1.107
7.3954	1.1005
7.3848	1.0982
7.3743	1.1035
7.3639	1.1111
7.3534	1.1197
7.343	1.1284
7.3326	1.1314
7.3223	1.1274
7.3119	1.1249
7.3016	1.1291
7.2914	1.1362
7.2811	1.1387
7.2709	1.1405
7.2607	1.1412
7.2506	1.1477
7.2404	1.1618
7.2303	1.1798
7.2203	1.1943
7.2102	1.1963
7.2002	1.1934
7.1902	1.1941
7.1803	1.1936
7.1703	1.2044
7.1604	1.2212
7.1506	1.2348
7.1407	1.2422
7.1309	1.2458
7.1211	1.2577
7.1113	1.269
7.1016	1.2736
7.0919	1.2786
7.0822	1.2836
7.0725	1.2841
7.0629	1.2839
7.0533	1.2841
7.0437	1.2911
7.0341	1.2951
7.0246	1.2944
7.0151	1.297
7.0056	1.3083
6.9962	1.3195
6.9867	1.3324
6.9773	1.3396
6.9679	1.3528
6.9586	1.3583
6.9493	1.3513
6.94	1.3455
6.9307	1.3394
6.9214	1.3298
6.9122	1.3284
6.903	1.3437
6.8938	1.3647
6.8847	1.3724
6.8755	1.3789
6.8664	1.3877
6.8573	1.386
6.8483	1.3853
6.8393	1.3891
6.8302	1.3968
6.8213	1.3978
6.8123	1.3923
6.8034	1.3937
6.7944	1.3956
6.7855	1.393
6.7767	1.3935
6.7678	1.4004
6.759	1.403
6.7502	1.4001
6.7414	1.4001
6.7327	1.4111
6.7239	1.4184
6.7152	1.4186
6.7065	1.4224
6.6979	1.4332
6.6892	1.4423
6.6806	1.4468
6.672	1.4549
6.6634	1.4745
6.6549	1.4861
6.6464	1.4865
6.6378	1.4874
6.6294	1.4851
6.6209	1.477
6.6124	1.4698
6.604	1.468
6.5956	1.469
6.5872	1.47
6.5789	1.4736
6.5705	1.4796
6.5622	1.487
6.5539	1.4877
6.5456	1.4856
6.5374	1.4872
6.5292	1.4934
6.5209	1.5032
6.5128	1.5183
6.5046	1.5351
6.4964	1.5507
6.4883	1.555
6.4802	1.553
6.4721	1.5571
6.464	1.5729
6.456	1.5897
6.448	1.6018
6.4399	1.6111
6.432	1.6116
6.424	1.5987
6.416	1.5829
6.4081	1.5726
6.4002	1.5678
6.3923	1.5628
6.3844	1.5595
6.3766	1.5657
6.3687	1.5696
6.3609	1.5607
6.3531	1.5454
6.3454	1.5331
6.3376	1.5248
6.3299	1.5195
6.3221	1.516
6.3144	1.5109
6.3068	1.5014
6.2991	1.4886
6.2914	1.4767
6.2838	1.47
6.2762	1.4755
6.2686	1.4901
6.2611	1.4966
6.2535	1.4939
6.246	1.4896
6.2385	1.4834
6.231	1.4726
6.2235	1.459
6.216	1.4539
6.2086	1.4554
6.2011	1.4566
6.1937	1.4621
6.1863	1.474
6.179	1.4949
6.1716	1.5188
6.1643	1.5377
6.157	1.5578
6.1496	1.5739
6.1424	1.581
6.1351	1.5839
6.1278	1.5867
6.1206	1.5903
6.1134	1.5985
6.1062	1.6097
6.099	1.6265
6.0918	1.639
6.0847	1.6521
6.0776	1.6662
6.0704	1.6743
6.0633	1.6786
6.0563	1.6836
6.0492	1.6873
6.0421	1.6891
6.0351	1.6939
6.0281	1.6999
6.0211	1.7052
6.0141	1.713
6.0071	1.7176
6.0002	1.7167
5.9932	1.7176
5.9863	1.7152
5.9794	1.7133
5.9725	1.7097
5.9657	1.7119
5.9588	1.7205
5.952	1.7241
5.9451	1.7255
5.9383	1.7281
5.9315	1.7274
5.9247	1.7313
5.918	1.7389
5.9112	1.754
5.9045	1.7703
5.8978	1.7815
5.8911	1.7897
5.8844	1.7963
5.8777	1.8026
5.8711	1.8136
5.8644	1.8265
5.8578	1.843
5.8512	1.8569
5.8446	1.865
5.838	1.8734
5.8314	1.8798
5.8249	1.8815
5.8184	1.8938
5.8118	1.9127
5.8053	1.9291
5.7988	1.9474
5.7923	1.9658
5.7859	1.9796
5.7794	1.9911
5.773	2.0026
5.7666	2.0103
5.7602	2.0163
5.7538	2.027
5.7474	2.0387
5.741	2.0447
5.7347	2.0466
5.7283	2.0493
5.722	2.0593
5.7157	2.0639
5.7094	2.0674
5.7031	2.0765
5.6969	2.0818
5.6906	2.0844
5.6844	2.0856
5.6782	2.0765
5.6719	2.0653
5.6657	2.0518
5.6596	2.0327
5.6534	2.009
5.6472	1.9899
5.6411	1.9794
5.6349	1.9726
5.6288	1.9638
5.6227	1.961
5.6166	1.9624
5.6106	1.964
5.6045	1.964
5.5984	1.9662
5.5924	1.9693
5.5864	1.9731
5.5804	1.9758
5.5744	1.9741
5.5684	1.9653
5.5624	1.9633
5.5564	1.9743
5.5505	1.9919
5.5445	2.0141
5.5386	2.0387
5.5327	2.0555
5.5268	2.0686
5.5209	2.0789
5.5151	2.0895
5.5092	2.1069
5.5033	2.1277
5.4975	2.1466
5.4917	2.1584
5.4859	2.1622
5.4801	2.1727
5.4743	2.1813
5.4685	2.1904
5.4628	2.2038
5.457	2.2174
5.4513	2.2277
5.4455	2.2327
5.4398	2.2294
5.4341	2.2215
5.4284	2.2129
5.4228	2.2117
5.4171	2.2105
5.4114	2.1992
5.4058	2.1839
5.4002	2.1672
5.3945	2.1466
5.3889	2.1263
5.3833	2.1097
5.3778	2.0995
5.3722	2.0921
5.3666	2.081
5.3611	2.0762
5.3555	2.0794
5.35	2.0825
5.3445	2.0861
5.339	2.0863
5.3335	2.0844
5.328	2.0832
5.3225	2.0832
5.3171	2.0908
5.3116	2.0968
5.3062	2.0959
5.3008	2.1028
5.2954	2.1179
5.29	2.1366
5.2846	2.1529
5.2792	2.1617
5.2738	2.1698
5.2684	2.1746
5.2631	2.1761
5.2578	2.1832
5.2524	2.2012
5.2471	2.2318
5.2418	2.2669
5.2365	2.3003
5.2312	2.3342
5.226	2.3627
5.2207	2.3796
5.2154	2.3873
5.2102	2.3981
5.205	2.4141
5.1998	2.4334
5.1945	2.45
5.1893	2.4629
5.1842	2.4761
5.179	2.4852
5.1738	2.487
5.1686	2.49
5.1635	2.4935
5.1584	2.4981
5.1532	2.4962
5.1481	2.4892
5.143	2.4914
5.1379	2.4993
5.1328	2.5041
5.1277	2.5112
5.1227	2.5227
5.1176	2.5302
5.1126	2.5292
5.1075	2.5209
5.1025	2.5146
5.0975	2.5172
5.0925	2.5194
5.0875	2.5189
5.0825	2.5124
5.0775	2.5058
5.0726	2.4993
5.0676	2.4921
5.0627	2.4923
5.0577	2.501
5.0528	2.5139
5.0479	2.528
5.043	2.5328
5.038	2.535
5.0332	2.5328
5.0283	2.521
5.0234	2.5136
5.0185	2.5117
5.0137	2.5177
5.0088	2.5325
5.004	2.5481
4.9992	2.5591
4.9944	2.5651
4.9896	2.5708
4.9848	2.5859
4.98	2.606
4.9752	2.6288
4.9704	2.6582
4.9657	2.694
4.9609	2.723
4.9562	2.7462
4.9514	2.7759
4.9467	2.8099
4.942	2.8381
4.9373	2.8635
4.9326	2.889
4.9279	2.9163
4.9232	2.9498
4.9186	2.9943
4.9139	3.0541
4.9092	3.1307
4.9046	3.2154
4.9	3.3068
4.8953	3.3972
4.8907	3.4881
4.8861	3.5807
4.8815	3.669
4.8769	3.7542
4.8723	3.8392
4.8678	3.9197
4.8632	3.9959
4.8586	4.0664
4.8541	4.1403
4.8495	4.2133
4.845	4.2791
4.8405	4.343
4.836	4.4057
4.8315	4.4624
4.827	4.5088
4.8225	4.5509
4.818	4.5997
4.8135	4.6504
4.809	4.7007
4.8046	4.7546
4.8001	4.8132
4.7957	4.8708
4.7913	4.9189
4.7868	4.9622
4.7824	5.0069
4.778	5.0574
4.7736	5.1098
4.7692	5.1618
4.7648	5.2206
4.7605	5.2761
4.7561	5.3244
4.7517	5.3726
4.7474	5.4219
4.7431	5.4788
4.7387	5.5379
4.7344	5.5919
4.7301	5.6443
4.7258	5.6862
4.7215	5.7192
4.7172	5.7465
4.7129	5.764
4.7086	5.774
4.7043	5.7754
4.7	5.7582
4.6958	5.7305
4.6915	5.7104
4.6873	5.7072
4.6831	5.7263
4.6788	5.7711
4.6746	5.8467
4.6704	5.9462
4.6662	6.053
4.662	6.1594
4.6578	6.2686
4.6536	6.3786
4.6495	6.4824
4.6453	6.5786
4.6411	6.6806
4.637	6.7891
4.6328	6.8935
4.6287	6.9928
4.6246	7.0976
4.6205	7.2009
4.6163	7.2949
4.6122	7.383
4.6081	7.4739
4.604	7.5653
4.6	7.6521
4.5959	7.7416
4.5918	7.839
4.5877	7.9292
4.5837	8.0098
4.5796	8.083
4.5756	8.1498
4.5716	8.2077
4.5675	8.2548
4.5635	8.2927
4.5595	8.3276
4.5555	8.3541
4.5515	8.3709
4.5475	8.3798
4.5435	8.3735
4.5395	8.3453
4.5356	8.3005
4.5316	8.2405
4.5276	8.1713
4.5237	8.0893
4.5197	7.9955
4.5158	7.8883
4.5119	7.7682
4.508	7.6405
4.504	7.522
4.5001	7.427
4.4962	7.3648
4.4923	7.3278
4.4884	7.3026
4.4846	7.2791
4.4807	7.255
4.4768	7.231
4.473	7.225
4.4691	7.2428
4.4652	7.2888
4.4614	7.3638
4.4576	7.4594
4.4537	7.5673
4.4499	7.6787
4.4461	7.7895
4.4423	7.8998
4.4385	7.9989
4.4347	8.089
4.4309	8.1785
4.4271	8.268
4.4233	8.3659
4.4196	8.48
4.4158	8.6016
4.412	8.7267
4.4083	8.8544
4.4045	8.9867
4.4008	9.1253
4.3971	9.2693
4.3934	9.4212
4.3896	9.5834
4.3859	9.7454
4.3822	9.9081
4.3785	10.0761
4.3748	10.2469
4.3711	10.4163
4.3674	10.5773
4.3638	10.7295
4.3601	10.8811
4.3564	11.0285
4.3528	11.1724
4.3491	11.3125
4.3455	11.4427
4.3418	11.5595
4.3382	11.6616
4.3346	11.7524
4.331	11.8365
4.3273	11.9088
4.3237	11.9686
4.3201	12.017
4.3165	12.0586
4.3129	12.0952
4.3094	12.1184
4.3058	12.1335
4.3022	12.1486
4.2986	12.1645
4.2951	12.1947
4.2915	12.2442
4.288	12.3103
4.2844	12.3871
4.2809	12.4686
4.2774	12.5619
4.2738	12.6655
4.2703	12.7656
4.2668	12.8708
4.2633	12.9732
4.2598	13.056
4.2563	13.1183
4.2528	13.1663
4.2493	13.1988
4.2458	13.2168
4.2424	13.2259
4.2389	13.2424
4.2354	13.2716
4.232	13.3065
4.2285	13.3477
4.2251	13.3948
4.2216	13.4408
4.2182	13.4805
4.2148	13.5144
4.2113	13.5444
4.2079	13.5706
4.2045	13.5929
4.2011	13.6128
4.1977	13.6382
4.1943	13.6764
4.1909	13.7288
4.1875	13.7962
4.1841	13.8815
4.1808	13.9702
4.1774	14.055
4.174	14.1346
4.1707	14.2071
4.1673	14.2734
4.164	14.3322
4.1606	14.388
4.1573	14.4442
4.154	14.4959
4.1506	14.5458
4.1473	14.6036
4.144	14.6698
4.1407	14.7382
4.1374	14.8031
4.1341	14.865
4.1308	14.9263
4.1275	14.9914
4.1242	15.0564
4.1209	15.1249
4.1177	15.2003
4.1144	15.2752
4.1111	15.3447
4.1079	15.4077
4.1046	15.473
4.1014	15.5431
4.0981	15.6055
4.0949	15.6632
4.0917	15.7216
4.0884	15.7806
4.0852	15.8374
4.082	15.8917
4.0788	15.9434
4.0756	15.9939
4.0724	16.0338
4.0692	16.0623
4.066	16.0874
4.0628	16.1154
4.0596	16.1365
4.0565	16.1451
4.0533	16.1436
4.0501	16.1396
4.047	16.1315
4.0438	16.1159
4.0406	16.1001
4.0375	16.0874
4.0344	16.0676
4.0312	16.0482
4.0281	16.0359
4.025	16.0235
4.0218	16.0107
4.0187	15.9898
4.0156	15.9647
4.0125	15.9348
4.0094	15.9046
4.0063	15.8903
4.0032	15.8838
4.0001	15.8762
3.997	15.8709
3.994	15.8656
3.9909	15.8639
3.9878	15.8623
3.9847	15.8651
3.9817	15.8834
3.9786	15.9106
3.9756	15.9472
3.9725	15.9898
3.9695	16.0394
3.9665	16.0965
3.9634	16.1503
3.9604	16.202
3.9574	16.2611
3.9544	16.3207
3.9513	16.3827
3.9483	16.4479
3.9453	16.5186
3.9423	16.588
3.9393	16.6446
3.9363	16.6863
3.9333	16.7183
3.9304	16.7397
3.9274	16.7523
3.9244	16.7645
3.9214	16.7784
3.9185	16.7897
3.9155	16.799
3.9126	16.8061
3.9096	16.8088
3.9067	16.8047
3.9037	16.7928
3.9008	16.7719
3.8979	16.7437
3.8949	16.709
3.892	16.6743
3.8891	16.6479
3.8862	16.6233
3.8833	16.5963
3.8804	16.5729
3.8775	16.547
3.8746	16.5224
3.8717	16.4994
3.8688	16.4736
3.8659	16.453
3.863	16.4368
3.8601	16.4222
3.8573	16.4049
3.8544	16.3838
3.8515	16.3674
3.8487	16.3563
3.8458	16.3456
3.843	16.3432
3.8401	16.3546
3.8373	16.37
3.8344	16.3777
3.8316	16.3832
3.8288	16.3936
3.8259	16.4059
3.8231	16.4197
3.8203	16.437
3.8175	16.4585
3.8147	16.4791
3.8119	16.4899
3.8091	16.4929
3.8063	16.4937
3.8035	16.4877
3.8007	16.4814
3.7979	16.4731
3.7951	16.4618
3.7924	16.4514
3.7896	16.4313
3.7868	16.4059
3.7841	16.3785
3.7813	16.3489
3.7785	16.3259
3.7758	16.3056
3.773	16.2817
3.7703	16.2513
3.7676	16.2152
3.7648	16.1807
3.7621	16.1491
3.7594	16.1164
3.7566	16.0822
3.7539	16.0482
3.7512	16.0107
3.7485	15.97
3.7458	15.9376
3.7431	15.9187
3.7404	15.9053
3.7377	15.8932
3.735	15.88
3.7323	15.8681
3.7296	15.8618
3.7269	15.8594
3.7242	15.862
3.7216	15.8683
3.7189	15.8709
3.7162	15.8716
3.7136	15.8742
3.7109	15.88
3.7083	15.8907
3.7056	15.9079
3.703	15.9297
3.7003	15.9498
3.6977	15.9697
3.695	15.9819
3.6924	15.9886
3.6898	15.9953
3.6872	16.0044
3.6845	16.0218
3.6819	16.0434
3.6793	16.059
3.6767	16.0716
3.6741	16.0749
3.6715	16.064
3.6689	16.0432
3.6663	16.0209
3.6637	16.0051
3.6611	15.9914
3.6585	15.9768
3.656	15.9609
3.6534	15.9453
3.6508	15.9269
3.6482	15.901
3.6457	15.8689
3.6431	15.8379
3.6406	15.807
3.638	15.7752
3.6355	15.741
3.6329	15.7089
3.6304	15.679
3.6278	15.64
3.6253	15.5912
3.6227	15.5438
3.6202	15.5003
3.6177	15.4574
3.6152	15.4128
3.6127	15.3668
3.6101	15.322
3.6076	15.2704
3.6051	15.2206
3.6026	15.178
3.6001	15.1356
3.5976	15.0943
3.5951	15.0514
3.5926	15.0041
3.5901	14.9572
3.5876	14.904
3.5852	14.8514
3.5827	14.805
3.5802	14.7608
3.5777	14.721
3.5753	14.6803
3.5728	14.6306
3.5704	14.5734
3.5679	14.5107
3.5654	14.4494
3.563	14.3981
3.5605	14.3437
3.5581	14.2901
3.5557	14.2389
3.5532	14.1881
3.5508	14.1435
3.5484	14.1025
3.5459	14.0704
3.5435	14.0492
3.5411	14.0205
3.5387	13.9843
3.5363	13.943
3.5338	13.9023
3.5314	13.8621
3.529	13.8195
3.5266	13.7791
3.5242	13.7384
3.5218	13.6946
3.5195	13.6496
3.5171	13.6075
3.5147	13.5733
3.5123	13.5362
3.5099	13.5029
3.5075	13.4671
3.5052	13.4271
3.5028	13.3941
3.5004	13.3608
3.4981	13.3233
3.4957	13.2823
3.4934	13.2372
3.491	13.2015
3.4887	13.1673
3.4863	13.1357
3.484	13.1087
3.4816	13.0723
3.4793	13.034
3.477	12.9993
3.4746	12.9678
3.4723	12.9412
3.47	12.9091
3.4677	12.8773
3.4653	12.8541
3.463	12.8376
3.4607	12.8235
3.4584	12.8
3.4561	12.7689
3.4538	12.7345
3.4515	12.6899
3.4492	12.6402
3.4469	12.5954
3.4446	12.5543
3.4423	12.511
3.44	12.461
3.4378	12.4134
3.4355	12.3785
3.4332	12.3559
3.4309	12.3315
3.4287	12.3007
3.4264	12.2718
3.4241	12.2416
3.4219	12.2007
3.4196	12.1526
3.4174	12.0978
3.4151	12.0397
3.4129	11.9839
3.4106	11.9337
3.4084	11.8958
3.4061	11.8659
3.4039	11.8418
3.4017	11.8126
3.3994	11.7676
3.3972	11.7181
3.395	11.6755
3.3928	11.6322
3.3906	11.5939
3.3883	11.557
3.3861	11.5159
3.3839	11.4578
3.3817	11.3912
3.3795	11.3319
3.3773	11.2841
3.3751	11.238
3.3729	11.2073
3.3707	11.1839
3.3685	11.1453
3.3663	11.0962
3.3641	11.0527
3.362	11.0135
3.3598	10.9726
3.3576	10.9288
3.3554	10.8919
3.3533	10.8474
3.3511	10.7883
3.3489	10.7438
3.3468	10.7161
3.3446	10.6852
3.3425	10.6486
3.3403	10.6092
3.3382	10.5689
3.336	10.5269
3.3339	10.4897
3.3317	10.4584
3.3296	10.423
3.3274	10.3792
3.3253	10.338
3.3232	10.2943
3.321	10.2618
3.3189	10.2371
3.3168	10.2052
3.3147	10.1459
3.3126	10.0696
3.3104	9.9974
3.3083	9.9409
3.3062	9.9033
3.3041	9.8827
3.302	9.8579
3.2999	9.8117
3.2978	9.7517
3.2957	9.6966
3.2936	9.6521
3.2915	9.6143
3.2894	9.5846
3.2874	9.5509
3.2853	9.5004
3.2832	9.4458
3.2811	9.4081
3.279	9.3789
3.277	9.3411
3.2749	9.2985
3.2728	9.2501
3.2708	9.1887
3.2687	9.1216
3.2666	9.0652
3.2646	9.0224
3.2625	8.985
3.2605	8.9432
3.2584	8.9063
3.2564	8.8781
3.2543	8.8408
3.2523	8.7979
3.2503	8.7494
3.2482	8.6989
3.2462	8.6506
3.2442	8.6004
3.2421	8.5592
3.2401	8.524
3.2381	8.4804
3.2361	8.4286
3.234	8.3752
3.232	8.3235
3.23	8.279
3.228	8.2338
3.226	8.1871
3.224	8.1436
3.222	8.1089
3.22	8.0676
3.218	8.0221
3.216	7.9771
3.214	7.9388
3.212	7.8916
3.21	7.8324
3.208	7.7763
3.206	7.7328
3.204	7.6878
3.2021	7.6357
3.2001	7.588
3.1981	7.5497
3.1961	7.5009
3.1942	7.4392
3.1922	7.3779
3.1902	7.3136
3.1883	7.2521
3.1863	7.192
3.1844	7.1392
3.1824	7.094
3.1805	7.0487
3.1785	7.0212
3.1766	6.9938
3.1746	6.9354
3.1727	6.8758
3.1707	6.8169
3.1688	6.7488
3.1669	6.6791
3.1649	6.625
3.163	6.5941
3.1611	6.5602
3.1591	6.5097
3.1572	6.4666
3.1553	6.4276
3.1534	6.3757
3.1515	6.3285
3.1495	6.2855
3.1476	6.2322
3.1457	6.1712
3.1438	6.1126
3.1419	6.0676
3.14	6.0286
3.1381	5.9951
3.1362	5.98
3.1343	5.952
3.1324	5.9013
3.1305	5.8501
3.1286	5.806
3.1268	5.7601
3.1249	5.7034
3.123	5.6534
3.1211	5.6163
3.1192	5.5816
3.1174	5.5582
3.1155	5.5512
3.1136	5.5386
3.1117	5.5105
3.1099	5.467
3.108	5.4197
3.1061	5.3804
3.1043	5.3522
3.1024	5.3366
3.1006	5.3178
3.0987	5.2843
3.0969	5.2443
3.095	5.2029
3.0932	5.1579
3.0913	5.1201
3.0895	5.0852
3.0876	5.0491
3.0858	5.0141
3.084	4.9832
3.0821	4.9483
3.0803	4.9186
3.0785	4.8914
3.0766	4.8787
3.0748	4.8723
3.073	4.8567
3.0712	4.8416
3.0694	4.8235
3.0675	4.783
3.0657	4.7368
3.0639	4.6864
3.0621	4.6421
3.0603	4.617
3.0585	4.6117
3.0567	4.615
3.0549	4.6029
3.0531	4.5818
3.0513	4.5657
3.0495	4.5423
3.0477	4.5153
3.0459	4.5126
3.0441	4.5244
3.0423	4.5164
3.0406	4.4847
3.0388	4.4562
3.037	4.4274
3.0352	4.3918
3.0334	4.3566
3.0317	4.3346
3.0299	4.3229
3.0281	4.3186
3.0264	4.3143
3.0246	4.2973
3.0228	4.2662
3.0211	4.243
3.0193	4.2238
3.0176	4.2131
3.0158	4.2193
3.014	4.2315
3.0123	4.2312
3.0105	4.2157
3.0088	4.1889
3.007	4.1707
3.0053	4.1647
3.0036	4.1643
3.0018	4.1571
3.0001	4.137
2.9984	4.1114
2.9966	4.0855
2.9949	4.0611
2.9932	4.0521
2.9914	4.0547
2.9897	4.0499
2.988	4.0516
2.9863	4.0549
2.9845	4.044
2.9828	4.0174
2.9811	3.9932
2.9794	3.9728
2.9777	3.9454
2.976	3.9248
2.9743	3.9288
2.9726	3.9421
2.9709	3.9573
2.9692	3.9564
2.9675	3.9509
2.9658	3.9411
2.9641	3.9255
2.9624	3.9135
2.9607	3.9124
2.959	3.9178
2.9573	3.9329
2.9556	3.9374
2.9539	3.9343
2.9523	3.9183
2.9506	3.8908
