Name:  White Marble
3.32	4.105
3.34	3.7047
3.36	3.573
3.38	3.5637
3.4	3.542
3.42	3.6318
3.44	3.5317
3.46	3.5016
3.48	3.2713
3.5	3.4333
3.52	3.7024
3.54	3.9757
3.56	4.1729
3.58	4.321
3.6	4.6695
3.62	4.9058
3.64	5.0399
3.66	5.1765
3.68	5.2707
3.7	5.2478
3.72	5.0222
3.74	4.7608
3.76	4.6028
3.78	4.2283
3.8	3.7004
3.82	3.3785
3.84	3.2734
3.86	3.1735
3.88	3.1554
3.9	3.2133
3.92	3.2152
3.94	3.1117
3.96	2.9266
3.98	2.931
4	3.0775
4.02	3.2442
4.04	3.4322
4.06	3.6289
4.08	3.8579
4.1	3.9197
4.12	4.0267
4.14	4.1405
4.16	4.3654
4.18	4.4725
4.2	4.5724
4.22	4.6747
4.24	4.7353
4.26	4.7794
4.28	4.8444
4.3	4.7691
4.32	4.6664
4.34	4.7005
4.36	4.8886
4.38	5.061
4.4	4.9868
4.42	4.8072
4.44	4.5485
4.46	4.3172
4.48	4.0172
4.5	3.9578
4.52	3.8427
4.54	3.8682
4.56	3.7283
4.58	3.7334
4.6	3.7044
4.62	3.549
4.64	3.334
4.66	3.1508
4.68	3.1986
4.7	3.2893
4.72	3.475
4.74	3.784
4.76	4.0241
4.78	4.2011
4.8	4.213
4.82	4.1821
4.84	4.1893
4.86	4.1838
4.88	4.0535
4.9	4.0098
4.92	3.8964
4.94	3.9684
4.96	3.9422
4.98	3.9052
5	3.9824
5.1	3.4774
5.2	3.2499
5.3	2.7758
5.4	2.3389
5.5	1.9273
5.6	1.7833
5.7	1.685
5.8	1.5228
5.9	1.4016
6	1.269
6.1	1.2851
6.2	1.8628
6.3	4.2591
6.4	17.2522
6.5	39.086
6.6	35.5396
6.7	30.041
6.8	26.4174
6.9	23.0612
7	22.1327
7.1	21.005
7.2	16.2105
7.3	12.4674
7.4	10.5317
7.5	9.347
7.6	8.6093
7.7	8.0814
7.8	7.6333
7.9	7.2557
8	6.9699
8.1	6.7751
8.2	6.6184
8.3	6.4361
8.4	6.2854
8.5	6.2465
8.6	6.3899
8.7	6.5013
8.8	6.7156
8.9	6.8571
9	6.9348
9.1	7.0225
9.2	7.0932
9.3	7.3001
9.4	7.7748
9.5	8.44
9.6	8.884
9.7	9.0247
9.8	8.8494
9.9	8.6715
10	8.2366
10.1	7.7164
10.2	7.0852
10.3	6.6747
10.4	6.3115
10.5	5.8033
10.6	5.6587
10.7	5.555
10.8	5.6011
10.9	5.7772
11	5.8931
11.1	6.1057
11.2	8.5919
11.3	12.9754
11.4	11.9825
11.5	9.3638
11.6	6.8562
11.7	5.9861
11.8	5.646
11.9	5.3805
12	5.2996
12.1	5.1663
12.2	5.1268
12.3	4.9919
12.4	4.9248
12.5	4.8569
12.6	4.8335
12.7	4.7517
12.8	4.6779
12.9	4.7909
13	4.7905
13.1	4.6856
13.2	4.7673
13.3	4.5824
13.4	4.435
13.5	4.5299
13.6	4.1862
13.7	4.09
13.8	3.88
13.9	3.2833
14	3.2082
