2053,Hartebeesthoek94 / Lo29,Transverse Mercator (South Orientated),metre,4148,Hartebeesthoek94,WGS 84,0,0,0,29,1,0,0,0,0,0,0,0,0,0,
2054,Hartebeesthoek94 / Lo31,Transverse Mercator (South Orientated),metre,4148,Hartebeesthoek94,WGS 84,0,0,0,31,1,0,0,0,0,0,0,0,0,0,
2055,Hartebeesthoek94 / Lo33,Transverse Mercator (South Orientated),metre,4148,Hartebeesthoek94,WGS 84,0,0,0,33,1,0,0,0,0,0,0,0,0,0,
2056,CH1903+ / LV95,Oblique Mercator,metre,4149,CH1903+,Bessel 1841,0,0,0,0,0,90,46.570866,1200000,90,1,2600000,7.26225,0,0,
2057,Rassadiran / Nakhl e Taqi,Oblique Mercator,metre,4153,Rassadiran,International 1924,0,0,0,0,0,0.34179803,27.31077837,3044969.194,0.34179803,0.999895934,658377.437,52.3612741,0,0,
2058,ED50(ED77) / UTM zone 38N,Transverse Mercator,metre,4154,European Datum 1950(1977),International 1924,500000,0,0,45,0.9996,0,0,0,0,0,0,0,0,0,
2059,ED50(ED77) / UTM zone 39N,Transverse Mercator,metre,4154,European Datum 1950(1977),International 1924,500000,0,0,51,0.9996,0,0,0,0,0,0,0,0,0,
2060,ED50(ED77) / UTM zone 40N,Transverse Mercator,metre,4154,European Datum 1950(1977),International 1924,500000,0,0,57,0.9996,0,0,0,0,0,0,0,0,0,
2061,ED50(ED77) / UTM zone 41N,Transverse Mercator,metre,4154,European Datum 1950(1977),International 1924,500000,0,0,63,0.9996,0,0,0,0,0,0,0,0,0,
2062,Madrid 1870 (Madrid) / Spain,Lambert Conic Conformal (1SP),metre,4903,Madrid 1870 (Madrid),Struve 1860,600000,40,600000,0,0.998808529,0,0,0,0,0,0,0,0,0,
2065,S-JTSK (Ferro) / Krovak,Krovak Oblique Conic Conformal,metre,4156,S-JTSK (Ferro),Bessel 1841,0,0,0,0,0,30.1717303,49.3,0,0,0,0,0,78.3,0.9999,42.3
2066,Mount Dillon / Tobago Grid,Cassini-Soldner,Clarke's link,4157,Mount Dillon,Clarke 1858,187500,11.1507843,180000,-60.4109632,0,0,0,0,0,0,0,0,0,0,
2067,Naparima 1955 / UTM zone 20N,Transverse Mercator,metre,4158,Naparima 1955,International 1924,500000,0,0,-63,0.9996
2068,ELD79 / Libya zone 5,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,9,0.9999
2069,ELD79 / Libya zone 6,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,11,0.9999
2070,ELD79 / Libya zone 7,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,13,0.9999
2071,ELD79 / Libya zone 8,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,15,0.9999
2072,ELD79 / Libya zone 9,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,17,0.9999
2073,ELD79 / Libya zone 10,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,19,0.9999
2074,ELD79 / Libya zone 11,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,21,0.9999
2075,ELD79 / Libya zone 12,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,23,0.9999
2076,ELD79 / Libya zone 13,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,200000,0,0,25,0.9999
2077,ELD79 / UTM zone 32N,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,500000,0,0,9,0.9996
2078,ELD79 / UTM zone 33N,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,500000,0,0,15,0.9996
2079,ELD79 / UTM zone 34N,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,500000,0,0,21,0.9996
2080,ELD79 / UTM zone 35N,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,500000,0,0,27,0.9996
2081,Chos Malal 1914 / Argentina zone 2,Transverse Mercator,metre,4160,Chos Malal 1914,International 1924,2500000,-90,0,-69,1
2082,Pampa del Castillo / Argentina zone 2,Transverse Mercator,metre,4161,Pampa del Castillo,International 1924,2500000,-90,0,-69,1
2083,Hito XVIII 1963 / Argentina zone 2,Transverse Mercator,metre,4254,Hito XVIII 1963,International 1924,2500000,-90,0,-69,1
2084,Hito XVIII 1963 / UTM zone 19S,Transverse Mercator,metre,4254,Hito XVIII 1963,International 1924,500000,0,10000000,-69,0.9996
2087,ELD79 / TM 12 NE,Transverse Mercator,metre,4159,European Libyan Datum 1979,International 1924,500000,0,0,12,0.9996
2088,Carthage / TM 11 NE,Transverse Mercator,metre,4223,Carthage,Clarke 1880 (IGN),500000,0,0,11,0.9996
2089,Yemen NGN96 / UTM zone 38N,Transverse Mercator,metre,4163,Yemen National Geodetic Network 1996,WGS 84,500000,0,0,45,0.9996
2090,Yemen NGN96 / UTM zone 39N,Transverse Mercator,metre,4163,Yemen National Geodetic Network 1996,WGS 84,500000,0,0,51,0.9996
2093,Hanoi 1972 / GK 106 NE,Transverse Mercator,metre,4147,Hanoi 1972,Krassowsky 1940,500000,0,0,106,1
2094,WGS 72BE / TM 106 NE,Transverse Mercator,metre,4324,WGS 72 Transit Broadcast Ephemeris,WGS 72,500000,0,0,106,0.9996
2095,Bissau / UTM zone 28N,Transverse Mercator,metre,4165,Bissau,International 1924,500000,0,0,-15,0.9996
2096,Korean 1985 / Korea East Belt,Transverse Mercator,metre,4162,Korean Datum 1985,Bessel 1841,200000,38,500000,129,1
2097,Korean 1985 / Korea Central Belt,Transverse Mercator,metre,4162,Korean Datum 1985,Bessel 1841,200000,38,500000,127,1
2098,Korean 1985 / Korea West Belt,Transverse Mercator,metre,4162,Korean Datum 1985,Bessel 1841,200000,38,500000,125,1
2099,Qatar 1948 / Qatar Grid,Cassini-Soldner,metre,4286,Qatar 1948,Helmert 1906,100000,25.22565,100000,50.4541,
2100,GGRS87 / Greek Grid,Transverse Mercator,metre,4121,Greek Geodetic Reference System 1987,GRS 1980,500000,0,0,24,0.9996
2101,Lake / Maracaibo Grid M1,Lambert Conic Conformal (1SP),metre,4249,Lake,International 1924,0,10.1,-52684.972,-71.3620224,1
2102,Lake / Maracaibo Grid,Lambert Conic Conformal (1SP),metre,4249,Lake,International 1924,200000,10.1,147315.028,-71.3620224,1
2103,Lake / Maracaibo Grid M3,Lambert Conic Conformal (1SP),metre,4249,Lake,International 1924,500000,10.1,447315.028,-71.3620224,1
2104,Lake / Maracaibo La Rosa Grid,Lambert Conic Conformal (1SP),metre,4249,Lake,International 1924,-17044,10.1,-23139.97,-71.3620224,1
2105,NZGD2000 / Mount Eden 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-36.5247,800000,174.4551,0.9999
2106,NZGD2000 / Bay of Plenty 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-37.454,800000,176.2758,1
2107,NZGD2000 / Poverty Bay 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-38.3728,800000,177.5308,1
2108,NZGD2000 / Hawkes Bay 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-39.3903,800000,176.4025,1
2109,NZGD2000 / Taranaki 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-39.0808,800000,174.134,1
2110,NZGD2000 / Tuhirangi 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-39.3044,800000,175.3824,1
2111,NZGD2000 / Wanganui 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-40.1431,800000,175.2917,1
2112,NZGD2000 / Wairarapa 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-40.5531,800000,175.385,1
2113,NZGD2000 / Wellington 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-41.1804,800000,174.4635,1
2114,NZGD2000 / Collingwood 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-40.4253,800000,172.4019,1
2115,NZGD2000 / Nelson 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-41.1628,800000,173.1757,1
2116,NZGD2000 / Karamea 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-41.1723,800000,172.0632,1
2117,NZGD2000 / Buller 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-41.4838,800000,171.3452,1
2118,NZGD2000 / Grey 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-42.2001,800000,171.3259,1
2119,NZGD2000 / Amuri 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-42.412,800000,173.0036,1
2120,NZGD2000 / Marlborough 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-41.324,800000,173.4807,1
2121,NZGD2000 / Hokitika 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-42.531,800000,170.5847,1
2122,NZGD2000 / Okarito 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-43.0636,800000,170.1539,1
2123,NZGD2000 / Jacksons Bay 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-43.584,800000,168.3622,1
2124,NZGD2000 / Mount Pleasant 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-43.3526,800000,172.4337,1
2125,NZGD2000 / Gawler 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-43.4455,800000,171.2138,1
2126,NZGD2000 / Timaru 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-44.2407,800000,171.0326,1
2127,NZGD2000 / Lindis Peak 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-44.4406,800000,169.2803,1
2128,NZGD2000 / Mount Nicholas 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-45.0758,800000,168.2355,1
2129,NZGD2000 / Mount York 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-45.3349,800000,167.4419,1
2130,NZGD2000 / Observation Point 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-45.4858,800000,170.3742,1
2131,NZGD2000 / North Taieri 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-45.5141,800000,170.1657,0.99996
2132,NZGD2000 / Bluff 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,400000,-46.36,800000,168.2034,1
2133,NZGD2000 / UTM zone 58S,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,500000,0,10000000,165,0.9996
2134,NZGD2000 / UTM zone 59S,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,500000,0,10000000,171,0.9996
2135,NZGD2000 / UTM zone 60S,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,500000,0,10000000,177,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2136,Accra / Ghana National Grid,Transverse Mercator,Gold Coast foot,4168,Accra,War Office,900000,4.4,0,-1,0.99975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2137,Accra / TM 1 NW,Transverse Mercator,metre,4168,Accra,War Office,500000,0,0,-1,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2138,NAD27(CGQ77) / Quebec Lambert,Lambert Conic Conformal (2SP),metre,4609,North American Datum 1927 (CGQ77),Clarke 1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,-68.3,60,0,0
2154,RGF93 / Lambert-93,Lambert Conic Conformal (2SP),metre,4171,Reseau Geodesique Francais 1993,GRS 1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,46.3,3,49,6600000,700000
2157,IRENET95 / Irish Transverse Mercator,Transverse Mercator,metre,4173,IRENET95,GRS 1980,600000,53.3,750000,-8,0.99982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2158,IRENET95 / UTM zone 29N,Transverse Mercator,metre,4173,IRENET95,GRS 1980,500000,0,0,-9,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2159,Sierra Leone 1924 / New Colony Grid,Transverse Mercator,Gold Coast foot,4174,Sierra Leone Colony 1924,War Office,500000,6.4,0,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2160,Sierra Leone 1924 / New War Office Grid,Transverse Mercator,Gold Coast foot,4174,Sierra Leone Colony 1924,War Office,800000,6.4,600000,-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2161,Sierra Leone 1968 / UTM zone 28N,Transverse Mercator,metre,4175,Sierra Leone 1968,Clarke 1880 (RGS),500000,0,0,-15,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2162,Sierra Leone 1968 / UTM zone 29N,Transverse Mercator,metre,4175,Sierra Leone 1968,Clarke 1880 (RGS),500000,0,0,-9,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2163,US National Atlas Equal Area,Lambert Azimuthal Equal Area (Spherical),metre,4035,Not specified (based on Clarke 1866 Authalic Sphere),Clarke 1866 Authalic Sphere,0,45,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2164,Locodjo 1965 / TM 5 NW,Transverse Mercator,metre,4142,Locodjo 1965,Clarke 1880 (RGS),500000,0,0,-5,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2165,Abidjan 1987 / TM 5 NW,Transverse Mercator,metre,4143,Abidjan 1987,Clarke 1880 (RGS),500000,0,0,-5,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2169,Luxembourg 1930 / Gauss,Transverse Mercator,metre,4181,Luxembourg 1930,International 1924,80000,49.5,100000,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2172,Pulkovo 1942(58) / Poland zone II,Oblique Stereographic,metre,4179,Pulkovo 1942(58),Krassowsky 1940,4603000,53.0007,5806000,21.301,0.9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2173,Pulkovo 1942(58) / Poland zone III,Oblique Stereographic,metre,4179,Pulkovo 1942(58),Krassowsky 1940,3501000,53.35,5999000,17.003,0.9998
2174,Pulkovo 1942(58) / Poland zone IV,Oblique Stereographic,metre,4179,Pulkovo 1942(58),Krassowsky 1940,3703000,51.4015,5627000,16.402,0.9998
2175,Pulkovo 1942(58) / Poland zone V,Transverse Mercator,metre,4179,Pulkovo 1942(58),Krassowsky 1940,237000,0,-4700000,18.573,0.999983
2176,ETRS89 / Poland CS2000 zone 5,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,5500000,0,0,15,0.999923
2177,ETRS89 / Poland CS2000 zone 6,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,6500000,0,0,18,0.999923
2178,ETRS89 / Poland CS2000 zone 7,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,7500000,0,0,21,0.999923
2179,ETRS89 / Poland CS2000 zone 8,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,8500000,0,0,24,0.999923
2180,ETRS89 / Poland CS92,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,-5300000,19,0.9993
2188,Azores Occidental 1939 / UTM zone 25N,Transverse Mercator,metre,4182,Azores Occidental Islands 1939,International 1924,500000,0,0,-33,0.9996
2189,Azores Central 1948 / UTM zone 26N,Transverse Mercator,metre,4183,Azores Central Islands 1948,International 1924,500000,0,0,-27,0.9996
2190,Azores Oriental 1940 / UTM zone 26N,Transverse Mercator,metre,4184,Azores Oriental Islands 1940,International 1924,500000,0,0,-27,0.9996
2192,ED50 / France EuroLambert,Lambert Conic Conformal (1SP),metre,4154,European Datum 1950,International 1924,600000,46.48,2200000,2.2014025,0.99987742
2193,NZGD2000 / New Zealand Transverse Mercator 2000,Transverse Mercator,metre,4167,New Zealand Geodetic Datum 2000,GRS 1980,1600000,0,10000000,173,0.9996
2195,NAD83(HARN) / UTM zone 2S,Transverse Mercator,metre,4152,NAD83 (High Accuracy Regional Network),GRS 1980,500000,0,10000000,-171,0.9996
2196,ETRS89 / Kp2000 Jutland,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,200000,0,0,9.3,0.99995
2197,ETRS89 / Kp2000 Zealand,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,500000,0,0,12,0.99995
2198,ETRS89 / Kp2000 Bornholm,Transverse Mercator,metre,4258,European Terrestrial Reference System 1989,GRS 1980,900000,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2200,ATS77 / New Brunswick Stereographic (ATS77),Oblique Stereographic,metre,4041,Average Terrestrial System 1977,Average Terrestrial System 1977,300000,46.3,800000,-66.3,0.999912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2201,REGVEN / UTM zone 18N,Transverse Mercator,metre,4189,Red Geodesica Venezolana,GRS 1980,500000,0,0,-75,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2202,REGVEN / UTM zone 19N,Transverse Mercator,metre,4189,Red Geodesica Venezolana,GRS 1980,500000,0,0,-69,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2203,REGVEN / UTM zone 20N,Transverse Mercator,metre,4189,Red Geodesica Venezolana,GRS 1980,500000,0,0,-63,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
