STATE_PLANE
name,pcs_code,projection_code,param1,param2,param3,param4,false_easting,false_northing,linear_units,datum_code
NAD_1983_HARN_StatePlane_Illinois_West_FIPS_1202,2791,tm,36.66666667,-90.16666667,16949,0,700000,0,meters,NAR
NAD_1983_HARN_StatePlane_Indiana_East_FIPS_1301,2792,tm,37.5,-85.66666667,30303,0,100000,250000,meters,NAR
NAD_1983_HARN_StatePlane_Indiana_West_FIPS_1302,2793,tm,37.5,-87.08333333,30303,0,900000,250000,meters,NAR
NAD_1983_HARN_StatePlane_Iowa_North_FIPS_1401,2794,lcc,41.5,-93.5,42.0666667,43.2666666,1500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Iowa_South_FIPS_1402,2795,lcc,40,-93.5,40.61666667,41.78333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Kansas_North_FIPS_1501,2796,lcc,38.33333333,-98,38.71666667,39.78333333,400000,0,meters,NAR
NAD_1983_HARN_StatePlane_Kansas_South_FIPS_1502,2797,lcc,36.66666667,-98.5,37.26666667,38.56666667,400000,400000,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_North_FIPS_1601,2798,lcc,37.5,-84.25,37.96666667,38.96666667,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_South_FIPS_1602,2799,lcc,36.33333333,-85.75,36.73333333,37.93333333,500000,500000,meters,NAR
NAD_1983_HARN_StatePlane_Louisiana_North_FIPS_1701,2800,lcc,30.5,-92.5,31.16666667,32.66666667,1000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Louisiana_South_FIPS_1702,2801,lcc,28.5,-91.33333333,29.3,30.7,1000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maine_East_FIPS_1801,2802,tm,43.66666667,-68.5,10000,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maine_West_FIPS_1802,2803,tm,42.83333333,-70.16666667,30303,0,900000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maryland_FIPS_1900,2804,lcc,37.66666667,-77,38.3,39.45,400000,0,meters,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Mainland_FIPS_2001,2805,lcc,41,-71.5,41.71666667,42.68333333,200000,750000,meters,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Island_FIPS_2002,2806,lcc,41,-70.5,41.28333333,41.48333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_North_FIPS_2111,2807,lcc,44.78333333,-87,45.48333333,47.08333333,8000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_Central_FIPS_2112,2808,lcc,43.31666667,-84.36666667,44.18333333,45.7,6000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_South_FIPS_2113,2809,lcc,41.5,-84.36666667,42.1,43.66666667,4000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_North_FIPS_2201,2810,lcc,46.5,-93.1,47.03333333,48.63333333,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_Central_FIPS_2202,2811,lcc,45,-94.25,45.61666667,47.05,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_South_FIPS_2203,2812,lcc,43,-94,43.78333333,45.21666667,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Mississippi_East_FIPS_2301,2813,tm,29.5,-88.83333333,20000,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_Mississippi_West_FIPS_2302,2814,tm,29.5,-90.33333333,20000,0,700000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_East_FIPS_2401,2815,tm,35.83333333,-90.5,14925,0,250000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_Central_FIPS_2402,2816,tm,35.83333333,-92.5,14925,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_West_FIPS_2403,2817,tm,36.16666667,-94.5,16949,0,850000,0,meters,NAR
NAD_1983_HARN_StatePlane_Montana_FIPS_2500,2818,lcc,44.25,-109.5,45,49,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Nebraska_FIPS_2600,2819,lcc,39.83333333,-100,40,43,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_East_FIPS_2701,2820,tm,34.75,-115.5833333,10000,0,200000,8000000,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_Central_FIPS_2702,2821,tm,34.75,-116.6666667,10000,0,500000,6000000,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_West_FIPS_2703,2822,tm,34.75,-118.5833333,10000,0,800000,4000000,meters,NAR
NAD_1983_HARN_StatePlane_New_Hampshire_FIPS_2800,2823,tm,42.5,-71.66666667,30303,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Jersey_FIPS_2900,2824,tm,38.83333333,-74.5,10000,0,150000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_East_FIPS_3001,2825,tm,31,-104.3333333,10989,0,165000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_Central_FIPS_3002,2826,tm,31,-106.25,10000,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_West_FIPS_3003,2827,tm,31,-107.8333333,12048,0,830000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_East_FIPS_3101,2828,tm,38.83333333,-74.5,10000,0,150000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_Central_FIPS_3102,2829,tm,40,-76.58333333,16129,0,250000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_West_FIPS_3103,2830,tm,40,-78.58333333,16129,0,350000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_Long_Island_FIPS_3104,2831,lcc,40.16666667,-74,40.66666667,41.03333333,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_North_Dakota_North_FIPS_3301,2832,lcc,47,-100.5,47.43333333,48.73333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_North_Dakota_South_FIPS_3302,2833,lcc,45.66666667,-100.5,46.18333333,47.48333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Ohio_North_FIPS_3401,2834,lcc,39.66666667,-82.5,40.43333333,41.7,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Ohio_South_FIPS_3402,2835,lcc,38,-82.5,38.73333333,40.03333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oklahoma_North_FIPS_3501,2836,lcc,35,-98,35.56666667,36.76666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oklahoma_South_FIPS_3502,2837,lcc,33.33333333,-98,33.93333333,35.23333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oregon_North_FIPS_3601,2838,lcc,43.66666667,-120.5,44.33333333,46,2500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oregon_South_FIPS_3602,2839,lcc,41.66666667,-120.5,42.33333333,44,1500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Rhode_Island_FIPS_3800,2840,tm,41.08333333,-71.5,166667,0,100000,0,meters,NAR
NAD_1983_HARN_StatePlane_South_Dakota_North_FIPS_4001,2841,lcc,43.83333333,-100,44.41666667,45.68333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_South_Dakota_South_FIPS_4002,2842,lcc,42.33333333,-100.3333333,42.83333333,44.4,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Tennessee_FIPS_4100,2843,lcc,34.33333333,-86,35.25,36.41666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Texas_North_FIPS_4201,2844,lcc,34,-101.5,34.65,36.18333333,200000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_North_Central_FIPS_4202,2845,lcc,31.66666667,-98.5,32.13333333,33.96666667,600000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_Central_FIPS_4203,2846,lcc,29.66666667,-100.3333333,30.11666667,31.88333333,700000,3000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_South_Central_FIPS_4204,2847,lcc,27.83333333,-99,28.38333333,30.28333333,600000,4000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_South_FIPS_4205,2848,lcc,25.66666667,-98.5,26.16666667,27.83333333,300000,5000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_North_FIPS_4301,2849,lcc,40.33333333,-111.5,40.71666667,41.78333333,500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_Central_FIPS_4302,2850,lcc,38.33333333,-111.5,39.01666667,40.65,500000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_South_FIPS_4303,2851,lcc,36.66666667,-111.5,37.21666667,38.35,500000,3000000,meters,NAR
NAD_1983_HARN_StatePlane_Vermont_FIPS_4400,2852,tm,42.5,-72.5,27778,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Virginia_North_FIPS_4501,2853,lcc,37.66666667,-78.5,38.03333333,39.2,3500000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Virginia_South_FIPS_4502,2854,lcc,36.33333333,-78.5,36.76666667,37.96666667,3500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Washington_North_FIPS_4601,2855,lcc,47,-120.8333333,47.5,48.73333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Washington_South_FIPS_4602,2856,lcc,45.33333333,-120.5,45.83333333,47.33333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_West_Virginia_North_FIPS_4701,2857,lcc,38.5,-79.5,39,40.25,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_West_Virginia_South_FIPS_4702,2858,lcc,37,-81,37.48333333,38.88333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_North_FIPS_4801,2859,lcc,45.16666667,-90,45.56666667,46.76666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_Central_FIPS_4802,2860,lcc,43.83333333,-90,44.25,45.5,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_South_FIPS_4803,2861,lcc,42,-90,42.73333333,44.06666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_FIPS_4901,2862,tm,40.5,-105.1666667,16129,0,200000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_Central_FIPS_4902,2863,tm,40.5,-107.3333333,16129,0,400000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_Central_FIPS_4903,2864,tm,40.5,-108.75,16129,0,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_FIPS_4904,2865,tm,40.5,-110.0833333,16129,0,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Puerto_Rico_Virgin_Islands_FIPS_5200,2866,lcc,17.83333333,-66.43333333,18.03333333,18.43333333,200000,200000,meters,NAR
NAD_1983_HARN_StatePlane_Arizona_East_FIPS_0201_Feet_Intl,2867,tm,31,-110.1666667,10000,0,700000,0,feet,NAR
NAD_1983_HARN_StatePlane_Arizona_Central_FIPS_0202_Feet_Intl,2868,tm,31,-111.9166667,10000,0,700000,0,feet,NAR
NAD_1983_HARN_StatePlane_Arizona_West_FIPS_0203_Feet_Intl,2869,tm,31,-113.75,14925,0,700000,0,feet,NAR
NAD_1983_HARN_StatePlane_California_I_FIPS_0401_Feet,2870,lcc,39.33333333,-122,40,41.66666667,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_California_II_FIPS_0402_Feet,2871,lcc,37.66666667,-122,38.33333333,39.83333333,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_California_III_FIPS_0403_Feet,2872,lcc,36.5,-120.5,37.06666667,38.43333333,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_California_IV_FIPS_0404_Feet,2873,lcc,35.33333333,-119,36,37.25,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_California_V_FIPS_0405_Feet,2874,lcc,33.5,-118,34.03333333,35.46666667,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_California_VI_FIPS_0406_Feet,2875,lcc,32.16666667,-116.25,32.78333333,33.88333333,6561666.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Colorado_North_FIPS_0501_Feet,2876,lcc,39.33333333,-105.5,39.71666667,40.78333333,3000000,1000000,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Colorado_Central_FIPS_0502_Feet,2877,lcc,37.83333333,-105.5,38.45,39.75,3000000,1000000,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Colorado_South_FIPS_0503_Feet,2878,lcc,36.66666667,-105.5,37.23333333,38.43333333,3000000,1000000,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Connecticut_FIPS_0600_Feet,2879,lcc,40.83333333,-72.75,41.2,41.86666667,1000000,500000,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Delaware_FIPS_0700_Feet,2880,tm,38,-75.41666667,200000,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Florida_East_FIPS_0901_Feet,2881,tm,24.33333333,-81,16949,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Florida_West_FIPS_0902_Feet,2882,tm,24.33333333,-82,16949.15254,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Florida_North_FIPS_0903_Feet,2883,lcc,29,-84.5,29.58333333,30.75,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Georgia_East_FIPS_1001_Feet,2884,tm,30,-82.16666667,10000,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Georgia_West_FIPS_1002_Feet,2885,tm,30,-84.16666667,10000,0,2296583.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Idaho_East_FIPS_1101_Feet,2886,tm,41.66666667,-112.1666667,18868,0,656166.6667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Idaho_Central_FIPS_1102_Feet,2887,tm,41.66666667,-114,18868,0,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Idaho_West_FIPS_1103_Feet,2888,tm,41.66666667,-115.75,14925,0,2624666.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Kentucky_North_FIPS_1601_Feet,2891,lcc,37.5,-84.25,37.96666667,38.96666667,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Kentucky_South_FIPS_1602_Feet,2892,lcc,36.33333333,-85.75,36.73333333,37.93333333,1640416.667,1640416.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Maryland_FIPS_1900_Feet,2893,lcc,37.66666667,-77,38.3,39.45,1312333.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Mainland_FIPS_2001_Feet,2894,lcc,41,-71.5,41.71666667,42.68333333,656166.6667,2460625,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Island_FIPS_2002_Feet,2895,lcc,41,-70.5,41.28333333,41.48333333,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Michigan_North_FIPS_2111_Feet_Intl,2896,lcc,44.78333333,-87,45.48333333,47.08333333,26246719.16,0,feet,NAR
NAD_1983_HARN_StatePlane_Michigan_Central_FIPS_2112_Feet_Intl,2897,lcc,43.31666667,-84.36666667,44.18333333,45.7,19685039.37,0,feet,NAR
NAD_1983_HARN_StatePlane_Michigan_South_FIPS_2113_Feet_Intl,2898,lcc,41.5,-84.36666667,42.1,43.66666667,13123359.58,0,feet,NAR
NAD_1983_HARN_StatePlane_Mississippi_East_FIPS_2301_Feet,2899,tm,29.5,-88.83333333,20000,0,984250,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Mississippi_West_FIPS_2302_Feet,2900,tm,29.5,-90.33333333,20000,0,2296583.333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Montana_FIPS_2500_Feet_Intl,2901,lcc,44.25,-109.5,45,49,1968503.937,0,feet,NAR
NAD_1983_HARN_StatePlane_New_Mexico_East_FIPS_3001_Feet,2902,tm,31,-104.3333333,10989,0,541337.5,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_Mexico_Central_FIPS_3002_Feet,2903,tm,31,-106.25,10000,0,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_Mexico_West_FIPS_3003_Feet,2904,tm,31,-107.8333333,12048,0,2723091.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_York_East_FIPS_3101_Feet,2905,tm,38.83333333,-74.5,10000,0,492125,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_York_Central_FIPS_3102_Feet,2906,tm,40,-76.58333333,16129,0,820208.3333,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_York_West_FIPS_3103_Feet,2907,tm,40,-78.58333333,16129,0,1148291.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_New_York_Long_Island_FIPS_3104_Feet,2908,lcc,40.16666667,-74,40.66666667,41.03333333,984250,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_North_Dakota_North_FIPS_3301_Feet_Intl,2909,lcc,47,-100.5,47.43333333,48.73333333,1968503.937,0,feet,NAR
NAD_1983_HARN_StatePlane_North_Dakota_South_FIPS_3302_Feet_Intl,2910,lcc,45.66666667,-100.5,46.18333333,47.48333333,1968503.937,0,feet,NAR
NAD_1983_HARN_StatePlane_Oklahoma_North_FIPS_3501_Feet,2911,lcc,35,-98,35.56666667,36.76666667,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Oklahoma_South_FIPS_3502_Feet,2912,lcc,33.33333333,-98,33.93333333,35.23333333,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Oregon_North_FIPS_3601_Feet_Intl,2913,lcc,43.66666667,-120.5,44.33333333,46,8202099.738,0,feet,NAR
NAD_1983_HARN_StatePlane_Oregon_South_FIPS_3602_Feet_Intl,2914,lcc,41.66666667,-120.5,42.33333333,44,4921259.843,0,feet,NAR
NAD_1983_HARN_StatePlane_Tennessee_FIPS_4100_Feet,2915,lcc,34.33333333,-86,35.25,36.41666667,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Texas_North_FIPS_4201_Feet,2916,lcc,34,-101.5,34.65,36.18333333,656166.6667,3280833.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Texas_North_Central_FIPS_4202_Feet,2917,lcc,31.66666667,-98.5,32.13333333,33.96666667,1968500,6561666.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Texas_Central_FIPS_4203_Feet,2918,lcc,29.66666667,-100.3333333,30.11666667,31.88333333,2296583.333,9842500,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Texas_South_Central_FIPS_4204_Feet,2919,lcc,27.83333333,-99,28.38333333,30.28333333,1968500,13123333.33,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Texas_South_FIPS_4205_Feet,2920,lcc,25.66666667,-98.5,26.16666667,27.83333333,984250,16404166.67,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Utah_North_FIPS_4301_Feet_Intl,2921,lcc,40.33333333,-111.5,40.71666667,41.78333333,1640419.948,3280839.895,feet,NAR
NAD_1983_HARN_StatePlane_Utah_Central_FIPS_4302_Feet_Intl,2922,lcc,38.33333333,-111.5,39.01666667,40.65,1640419.948,6561679.79,feet,NAR
NAD_1983_HARN_StatePlane_Utah_South_FIPS_4303_Feet_Intl,2923,lcc,36.66666667,-111.5,37.21666667,38.35,1640419.948,9842519.685,feet,NAR
NAD_1983_HARN_StatePlane_Virginia_North_FIPS_4501_Feet,2924,lcc,37.66666667,-78.5,38.03333333,39.2,11482916.67,6561666.667,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Virginia_South_FIPS_4502_Feet,2925,lcc,36.33333333,-78.5,36.76666667,37.96666667,11482916.67,3280833.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Washington_North_FIPS_4601_Feet,2926,lcc,47,-120.8333333,47.5,48.73333333,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Washington_South_FIPS_4602_Feet,2927,lcc,45.33333333,-120.5,45.83333333,47.33333333,1640416.667,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wisconsin_North_FIPS_4801_Feet,2928,lcc,45.16666667,-90,45.56666667,46.76666667,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wisconsin_Central_FIPS_4802_Feet,2929,lcc,43.83333333,-90,44.25,45.5,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Wisconsin_South_FIPS_4803_Feet,2930,lcc,42,-90,42.73333333,44.06666667,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Indiana_East_FIPS_1301_Feet,2967,tm,37.5,-85.66666667,30303,0,328083.3333,820208.3333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Indiana_West_FIPS_1302_Feet,2968,tm,37.5,-87.08333333,30303,0,2952750,820208.3333,us_survey_feet,NAR
NAD_1983_HARN_Oregon_Statewide_Lambert,2993,lcc,41.75,-120.5,43,45.5,400000,0,meters,NAR
NAD_1983_HARN_Oregon_Statewide_Lambert_Feet_Intl,2994,lcc,41.75,-120.5,43,45.5,1312335.958,0,feet,NAR
NAD_1983_HARN_Wisconsin_TM,3071,tm,0,-90,2500,0,520000,-4480000,meters,NAR
NAD_1983_HARN_Maine_2000_East_Zone,3075,tm,43.83333333,-67.875,50000,0,700000,0,meters,NAR
NAD_1983_HARN_Maine_2000_Central_Zone,3076,tm,43.5,-69.125,50000,0,500000,0,meters,NAR
NAD_1983_HARN_Maine_2000_West_Zone,3077,tm,42.83333333,-70.375,50000,0,300000,0,meters,NAR
NAD_1983_HARN_Texas_Centric_Mapping_System_Lambert,3084,lcc,18,-100,27.5,35,1500000,5000000,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_FIPS_1600,3090,lcc,36.33333333,-85.75,37.08333333,38.66666667,1500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_FIPS_1600_Feet,3091,lcc,36.33333333,-85.75,37.08333333,38.66666667,4921250,3280833.333,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_North_Carolina_FIPS_3200,3358,lcc,33.75,-79,34.33333333,36.16666667,609601.2192,0,meters,NAR
NAD_1983_HARN_StatePlane_North_Carolina_FIPS_3200_Feet,3359,lcc,33.75,-79,34.33333333,36.16666667,2000000,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_South_Carolina_FIPS_3900,3360,lcc,31.83333333,-81,32.5,34.83333333,609600,0,meters,NAR
NAD_1983_HARN_StatePlane_South_Carolina_FIPS_3900_Feet_Intl,3361,lcc,31.83333333,-81,32.5,34.83333333,2000000,0,feet,NAR
NAD_1983_HARN_StatePlane_Pennsylvania_North_FIPS_3701,3362,lcc,40.16666667,-77.75,40.88333333,41.95,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Pennsylvania_North_FIPS_3701_Feet,3363,lcc,40.16666667,-77.75,40.88333333,41.95,1968500,0,us_survey_feet,NAR
NAD_1983_HARN_StatePlane_Pennsylvania_South_FIPS_3702,3364,lcc,39.33333333,-77.75,39.93333333,40.96666667,600000,0,meters,NAR
