STATE_PLANE
name,pcs_code,projection_code,param1,param2,param3,param4,false_easting,false_northing,linear_units,datum_code
NAD_1983_HARN_StatePlane_Kansas_South_FIPS_1502,102278,lcc,36.66666667,-98.5,37.26666667,38.56666667,400000,400000,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_North_FIPS_1601,102279,lcc,37.5,-84.25,37.96666667,38.96666667,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Kentucky_South_FIPS_1602,102280,lcc,36.33333333,-85.75,36.73333333,37.93333333,500000,500000,meters,NAR
NAD_1983_HARN_StatePlane_Louisiana_North_FIPS_1701,102281,lcc,30.5,-92.5,31.16666667,32.66666667,1000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Louisiana_South_FIPS_1702,102282,lcc,28.5,-91.33333333,29.3,30.7,1000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maine_East_FIPS_1801,102283,tm,43.66666667,-68.5,10000,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maine_West_FIPS_1802,102284,tm,42.83333333,-70.16666667,30303,0,900000,0,meters,NAR
NAD_1983_HARN_StatePlane_Maryland_FIPS_1900,102285,lcc,37.66666667,-77,38.3,39.45,400000,0,meters,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Island_FIPS_2002,102287,lcc,41,-70.5,41.28333333,41.48333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Massachusetts_Mainland_FIPS_2001,102286,lcc,41,-71.5,41.71666667,42.68333333,200000,750000,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_Central_FIPS_2112,102289,lcc,43.31666667,-84.36666667,44.18333333,45.7,6000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_North_FIPS_2111,102288,lcc,44.78333333,-87,45.48333333,47.08333333,8000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Michigan_South_FIPS_2113,102290,lcc,41.5,-84.36666667,42.1,43.66666667,4000000,0,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_Central_FIPS_2202,102292,lcc,45,-94.25,45.61666667,47.05,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_North_FIPS_2201,102291,lcc,46.5,-93.1,47.03333333,48.63333333,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Minnesota_South_FIPS_2203,102293,lcc,43,-94,43.78333333,45.21666667,800000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Mississippi_East_FIPS_2301,102294,tm,29.5,-88.83333333,20000,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_Mississippi_West_FIPS_2302,102295,tm,29.5,-90.33333333,20000,0,700000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_Central_FIPS_2402,102297,tm,35.83333333,-92.5,14925,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_East_FIPS_2401,102296,tm,35.83333333,-90.5,14925,0,250000,0,meters,NAR
NAD_1983_HARN_StatePlane_Missouri_West_FIPS_2403,102298,tm,36.16666667,-94.5,16949,0,850000,0,meters,NAR
NAD_1983_HARN_StatePlane_Montana_FIPS_2500,102300,lcc,44.25,-109.5,45,49,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Nebraska_FIPS_2600,102304,lcc,39.83333333,-100,40,43,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_Central_FIPS_2702,102308,tm,34.75,-116.6666667,10000,0,500000,6000000,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_East_FIPS_2701,102307,tm,34.75,-115.5833333,10000,0,200000,8000000,meters,NAR
NAD_1983_HARN_StatePlane_Nevada_West_FIPS_2703,102309,tm,34.75,-118.5833333,10000,0,800000,4000000,meters,NAR
NAD_1983_HARN_StatePlane_New_Hampshire_FIPS_2800,102310,tm,42.5,-71.66666667,30303,0,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Jersey_FIPS_2900,102311,tm,38.83333333,-74.5,10000,0,150000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_Central_FIPS_3002,102313,tm,31,-106.25,10000,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_East_FIPS_3001,102312,tm,31,-104.3333333,10989,0,165000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_Mexico_West_FIPS_3003,102314,tm,31,-107.8333333,12048,0,830000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_Central_FIPS_3102,102316,tm,40,-76.58333333,16129,0,250000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_East_FIPS_3101,102315,tm,38.83333333,-74.5,10000,0,150000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_Long_Island_FIPS_3104,102318,lcc,40.16666667,-74,40.66666667,41.03333333,300000,0,meters,NAR
NAD_1983_HARN_StatePlane_New_York_West_FIPS_3103,102317,tm,40,-78.58333333,16129,0,350000,0,meters,NAR
NAD_1983_HARN_StatePlane_North_Dakota_North_FIPS_3301,102320,lcc,47,-100.5,47.43333333,48.73333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_North_Dakota_South_FIPS_3302,102321,lcc,45.66666667,-100.5,46.18333333,47.48333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Ohio_North_FIPS_3401,102322,lcc,39.66666667,-82.5,40.43333333,41.7,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Ohio_South_FIPS_3402,102323,lcc,38,-82.5,38.73333333,40.03333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oklahoma_North_FIPS_3501,102324,lcc,35,-98,35.56666667,36.76666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oklahoma_South_FIPS_3502,102325,lcc,33.33333333,-98,33.93333333,35.23333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oregon_North_FIPS_3601,102326,lcc,43.66666667,-120.5,44.33333333,46,2500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Oregon_South_FIPS_3602,102327,lcc,41.66666667,-120.5,42.33333333,44,1500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Puerto_Rico_Virgin_Islands_FIPS_5200,102361,lcc,17.83333333,-66.43333333,18.03333333,18.43333333,200000,200000,meters,NAR
NAD_1983_HARN_StatePlane_Rhode_Island_FIPS_3800,102330,tm,41.08333333,-71.5,166667,0,100000,0,meters,NAR
NAD_1983_HARN_StatePlane_South_Dakota_North_FIPS_4001,102334,lcc,43.83333333,-100,44.41666667,45.68333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_South_Dakota_South_FIPS_4002,102335,lcc,42.33333333,-100.3333333,42.83333333,44.4,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Tennessee_FIPS_4100,102336,lcc,34.33333333,-86,35.25,36.41666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Texas_Central_FIPS_4203,102339,lcc,29.66666667,-100.3333333,30.11666667,31.88333333,700000,3000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_North_Central_FIPS_4202,102338,lcc,31.66666667,-98.5,32.13333333,33.96666667,600000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_North_FIPS_4201,102337,lcc,34,-101.5,34.65,36.18333333,200000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_South_Central_FIPS_4204,102340,lcc,27.83333333,-99,28.38333333,30.28333333,600000,4000000,meters,NAR
NAD_1983_HARN_StatePlane_Texas_South_FIPS_4205,102341,lcc,25.66666667,-98.5,26.16666667,27.83333333,300000,5000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_Central_FIPS_4302,102343,lcc,38.33333333,-111.5,39.01666667,40.65,500000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_North_FIPS_4301,102342,lcc,40.33333333,-111.5,40.71666667,41.78333333,500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Utah_South_FIPS_4303,102344,lcc,36.66666667,-111.5,37.21666667,38.35,500000,3000000,meters,NAR
NAD_1983_HARN_StatePlane_Vermont_FIPS_4400,102345,tm,42.5,-72.5,27778,0,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Virginia_North_FIPS_4501,102346,lcc,37.66666667,-78.5,38.03333333,39.2,3500000,2000000,meters,NAR
NAD_1983_HARN_StatePlane_Virginia_South_FIPS_4502,102347,lcc,36.33333333,-78.5,36.76666667,37.96666667,3500000,1000000,meters,NAR
NAD_1983_HARN_StatePlane_Washington_North_FIPS_4601,102348,lcc,47,-120.8333333,47.5,48.73333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_Washington_South_FIPS_4602,102349,lcc,45.33333333,-120.5,45.83333333,47.33333333,500000,0,meters,NAR
NAD_1983_HARN_StatePlane_West_Virginia_North_FIPS_4701,102350,lcc,38.5,-79.5,39,40.25,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_West_Virginia_South_FIPS_4702,102351,lcc,37,-81,37.48333333,38.88333333,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_Central_FIPS_4802,102353,lcc,43.83333333,-90,44.25,45.5,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_North_FIPS_4801,102352,lcc,45.16666667,-90,45.56666667,46.76666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wisconsin_South_FIPS_4803,102354,lcc,42,-90,42.73333333,44.06666667,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_Central_FIPS_4902,102356,tm,40.5,-107.3333333,16129,0,400000,100000,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_East_FIPS_4901,102355,tm,40.5,-105.1666667,16129,0,200000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_Central_FIPS_4903,102357,tm,40.5,-108.75,16129,0,600000,0,meters,NAR
NAD_1983_HARN_StatePlane_Wyoming_West_FIPS_4904,102358,tm,40.5,-110.0833333,16129,0,800000,100000,meters,NAR
