Name: Tourmaline Schist 
Type:  Rocks
7.2303	1.3723
7.2203	1.3458
7.2102	1.3155
7.2002	1.2741
7.1902	1.2388
7.1803	1.2208
7.1703	1.2028
7.1604	1.1869
7.1506	1.1838
7.1407	1.1957
7.1309	1.2101
7.1211	1.2108
7.1113	1.2056
7.1016	1.1973
7.0919	1.1834
7.0822	1.1692
7.0725	1.1585
7.0629	1.1559
7.0533	1.1497
7.0437	1.145
7.0341	1.1476
7.0246	1.1481
7.0151	1.1564
7.0056	1.1699
6.9962	1.1808
6.9867	1.1883
6.9773	1.1983
6.9679	1.2175
6.9586	1.2374
6.9493	1.2506
6.94	1.2644
6.9307	1.2828
6.9214	1.2956
6.9122	1.3075
6.903	1.3274
6.8938	1.3425
6.8847	1.3596
6.8755	1.379
6.8664	1.3944
6.8573	1.4133
6.8483	1.4289
6.8393	1.442
6.8302	1.4552
6.8213	1.468
6.8123	1.4863
6.8034	1.5078
6.7944	1.5301
6.7855	1.5568
6.7767	1.5798
6.7678	1.5976
6.759	1.6122
6.7502	1.6203
6.7414	1.6198
6.7327	1.6184
6.7239	1.6262
6.7152	1.6456
6.7065	1.6651
6.6979	1.6849
6.6892	1.7022
6.6806	1.7181
6.672	1.733
6.6634	1.7432
6.6549	1.7543
6.6464	1.7662
6.6378	1.7728
6.6294	1.7747
6.6209	1.7747
6.6124	1.7839
6.604	1.7998
6.5956	1.8112
6.5872	1.818
6.5789	1.8202
6.5705	1.8218
6.5622	1.832
6.5539	1.8495
6.5456	1.8659
6.5374	1.8813
6.5292	1.8929
6.5209	1.8981
6.5128	1.895
6.5046	1.89
6.4964	1.9026
6.4883	1.9248
6.4802	1.9452
6.4721	1.9689
6.464	1.9926
6.456	2.0113
6.448	2.0174
6.4399	2.0217
6.432	2.0397
6.424	2.0586
6.416	2.0629
6.4081	2.0624
6.4002	2.0655
6.3923	2.071
6.3844	2.0724
6.3766	2.0724
6.3687	2.0757
6.3609	2.0752
6.3531	2.0683
6.3454	2.0646
6.3376	2.0698
6.3299	2.0845
6.3221	2.0994
6.3144	2.0958
6.3068	2.088
6.2991	2.0816
6.2914	2.075
6.2838	2.0679
6.2762	2.07
6.2686	2.0826
6.2611	2.0953
6.2535	2.0942
6.246	2.0918
6.2385	2.0961
6.231	2.0977
6.2235	2.1043
6.216	2.1164
6.2086	2.1226
6.2011	2.1268
6.1937	2.1323
6.1863	2.1325
6.179	2.1347
6.1716	2.1361
6.1643	2.1344
6.157	2.1306
6.1496	2.1302
6.1424	2.1318
6.1351	2.1342
6.1278	2.1342
6.1206	2.1347
6.1134	2.1366
6.1062	2.1268
6.099	2.1122
6.0918	2.1112
6.0847	2.1105
6.0776	2.102
6.0704	2.0975
6.0633	2.0958
6.0563	2.0937
6.0492	2.0807
6.0421	2.062
6.0351	2.0513
6.0281	2.0397
6.0211	2.0217
6.0141	2.0077
6.0071	2.0037
6.0002	2.0044
5.9932	2.0087
5.9863	2.0207
5.9794	2.0316
5.9725	2.0316
5.9657	2.0245
5.9588	2.0172
5.952	2.0162
5.9451	2.0101
5.9383	2.0082
5.9315	2.0229
5.9247	2.0447
5.918	2.0631
5.9112	2.0778
5.9045	2.0925
5.8978	2.101
5.8911	2.102
5.8844	2.1051
5.8777	2.1148
5.8711	2.1351
5.8644	2.1581
5.8578	2.1825
5.8512	2.2071
5.8446	2.222
5.838	2.2346
5.8314	2.246
5.8249	2.2599
5.8184	2.2824
5.8118	2.3066
5.8053	2.3236
5.7988	2.3336
5.7923	2.3312
5.7859	2.3253
5.7794	2.3203
5.773	2.3208
5.7666	2.3274
5.7602	2.3364
5.7538	2.3397
5.7474	2.3407
5.741	2.3397
5.7347	2.3383
5.7283	2.3369
5.722	2.3338
5.7157	2.3326
5.7094	2.339
5.7031	2.3381
5.6969	2.3326
5.6906	2.3324
5.6844	2.3345
5.6782	2.3386
5.6719	2.3416
5.6657	2.34
5.6596	2.3369
5.6534	2.3303
5.6472	2.3298
5.6411	2.3352
5.6349	2.3419
5.6288	2.3494
5.6227	2.3485
5.6166	2.3386
5.6106	2.3303
5.6045	2.3284
5.5984	2.3407
5.5924	2.3613
5.5864	2.384
5.5804	2.4004
5.5744	2.4025
5.5684	2.4004
5.5624	2.398
5.5564	2.3985
5.5505	2.4058
5.5445	2.4139
5.5386	2.4245
5.5327	2.4354
5.5268	2.4432
5.5209	2.4513
5.5151	2.4617
5.5092	2.4802
5.5033	2.5001
5.4975	2.5133
5.4917	2.5252
5.4859	2.5361
5.4801	2.5453
5.4743	2.5576
5.4685	2.5699
5.4628	2.5915
5.457	2.6208
5.4513	2.6414
5.4455	2.6557
5.4398	2.6684
5.4341	2.6744
5.4284	2.6744
5.4228	2.6703
5.4171	2.6689
5.4114	2.6703
5.4058	2.6649
5.4002	2.6628
5.3945	2.6673
5.3889	2.6677
5.3833	2.6665
5.3778	2.6668
5.3722	2.662
5.3666	2.658
5.3611	2.6542
5.3555	2.6512
5.35	2.653
5.3445	2.6585
5.339	2.6665
5.3335	2.6772
5.328	2.6815
5.3225	2.6883
5.3171	2.6973
5.3116	2.6999
5.3062	2.708
5.3008	2.7236
5.2954	2.7397
5.29	2.7575
5.2846	2.7805
5.2792	2.8086
5.2738	2.8349
5.2684	2.8569
5.2631	2.8835
5.2578	2.9117
5.2524	2.9351
5.2471	2.9597
5.2418	2.9948
5.2365	3.0293
5.2312	3.0611
5.226	3.0985
5.2207	3.1428
5.2154	3.1906
5.2102	3.2427
5.205	3.2955
5.1998	3.3538
5.1945	3.4092
5.1893	3.4622
5.1842	3.5143
5.179	3.5643
5.1738	3.6114
5.1686	3.6586
5.1635	3.7066
5.1584	3.7602
5.1532	3.8063
5.1481	3.8428
5.143	3.87
5.1379	3.8937
5.1328	3.9127
5.1277	3.9311
5.1227	3.9584
5.1176	3.9892
5.1126	4.0105
5.1075	4.0242
5.1025	4.0308
5.0975	4.0311
5.0925	4.0244
5.0875	4.0218
5.0825	4.0287
5.0775	4.0375
5.0726	4.0451
5.0676	4.0505
5.0627	4.0538
5.0577	4.0522
5.0528	4.0486
5.0479	4.0474
5.043	4.0462
5.038	4.0455
5.0332	4.0474
5.0283	4.0514
5.0234	4.0552
5.0185	4.0576
5.0137	4.0555
5.0088	4.0481
5.004	4.0439
4.9992	4.0488
4.9944	4.0578
4.9896	4.0685
4.9848	4.0796
4.98	4.0908
4.9752	4.0998
4.9704	4.1123
4.9657	4.1279
4.9609	4.1455
4.9562	4.1604
4.9514	4.1682
4.9467	4.1734
4.942	4.1826
4.9373	4.1959
4.9326	4.2108
4.9279	4.2231
4.9232	4.2381
4.9186	4.2594
4.9139	4.2812
4.9092	4.3082
4.9046	4.3534
4.9	4.4107
4.8953	4.4727
4.8907	4.5409
4.8861	4.6151
4.8815	4.6833
4.8769	4.7411
4.8723	4.7962
4.8678	4.8514
4.8632	4.9066
4.8586	4.9611
4.8541	5.0193
4.8495	5.0821
4.845	5.1375
4.8405	5.1865
4.836	5.2365
4.8315	5.2805
4.827	5.3215
4.8225	5.361
4.818	5.4037
4.8135	5.4508
4.809	5.5015
4.8046	5.5538
4.8001	5.6035
4.7957	5.6542
4.7913	5.7051
4.7868	5.7551
4.7824	5.8096
4.778	5.8692
4.7736	5.9363
4.7692	6.0054
4.7648	6.0734
4.7605	6.1466
4.7561	6.2193
4.7517	6.2915
4.7474	6.3654
4.7431	6.4419
4.7387	6.5146
4.7344	6.5818
4.7301	6.6517
4.7258	6.7196
4.7215	6.7822
4.7172	6.8378
4.7129	6.8887
4.7086	6.9283
4.7043	6.9427
4.7	6.9406
4.6958	6.9349
4.6915	6.9354
4.6873	6.9501
4.6831	6.9839
4.6788	7.0505
4.6746	7.148
4.6704	7.265
4.6662	7.3898
4.662	7.5177
4.6578	7.6546
4.6536	7.7834
4.6495	7.8978
4.6453	8.011
4.6411	8.1292
4.637	8.2516
4.6328	8.3598
4.6287	8.4508
4.6246	8.5325
4.6205	8.5981
4.6163	8.6563
4.6122	8.7089
4.6081	8.7558
4.604	8.802
4.6	8.838
4.5959	8.8657
4.5918	8.8901
4.5877	8.913
4.5837	8.9362
4.5796	8.9512
4.5756	8.9554
4.5716	8.9502
4.5675	8.9386
4.5635	8.9244
4.5595	8.9052
4.5555	8.8775
4.5515	8.8439
4.5475	8.8079
4.5435	8.7657
4.5395	8.7165
4.5356	8.6608
4.5316	8.6011
4.5276	8.5334
4.5237	8.4543
4.5197	8.3679
4.5158	8.2841
4.5119	8.2073
4.508	8.1379
4.504	8.0759
4.5001	8.0257
4.4962	7.9899
4.4923	7.9674
4.4884	7.9525
4.4846	7.9449
4.4807	7.9435
4.4768	7.9423
4.473	7.9461
4.4691	7.9622
4.4652	7.998
4.4614	8.0551
4.4576	8.1259
4.4537	8.2026
4.4499	8.2769
4.4461	8.3444
4.4423	8.4089
4.4385	8.4726
4.4347	8.541
4.4309	8.6149
4.4271	8.693
4.4233	8.77
4.4196	8.846
4.4158	8.9237
4.412	9.0023
4.4083	9.0843
4.4045	9.1671
4.4008	9.2531
4.3971	9.3474
4.3934	9.4362
4.3896	9.5219
4.3859	9.6116
4.3822	9.7052
4.3785	9.799
4.3748	9.8878
4.3711	9.9804
4.3674	10.0749
4.3638	10.1575
4.3601	10.2269
4.3564	10.2901
4.3528	10.3545
4.3491	10.4142
4.3455	10.467
4.3418	10.5175
4.3382	10.5648
4.3346	10.6058
4.331	10.6423
4.3273	10.674
4.3237	10.7036
4.3201	10.7273
4.3165	10.742
4.3129	10.7536
4.3094	10.7664
4.3058	10.7751
4.3022	10.787
4.2986	10.8054
4.2951	10.8241
4.2915	10.8438
4.288	10.8706
4.2844	10.9039
4.2809	10.9461
4.2774	10.9885
4.2738	11.034
4.2703	11.0877
4.2668	11.1429
4.2633	11.1978
4.2598	11.2537
4.2563	11.3023
4.2528	11.3447
4.2493	11.3785
4.2458	11.4039
4.2424	11.4207
4.2389	11.438
4.2354	11.4654
4.232	11.4988
4.2285	11.536
4.2251	11.5831
4.2216	11.635
4.2182	11.6833
4.2148	11.7281
4.2113	11.7674
4.2079	11.805
4.2045	11.8446
4.2011	11.8896
4.1977	11.945
4.1943	12.0099
4.1909	12.0849
4.1875	12.1666
4.1841	12.2417
4.1808	12.3137
4.1774	12.3902
4.174	12.4653
4.1707	12.5429
4.1673	12.6273
4.164	12.7158
4.1606	12.7999
4.1573	12.8835
4.154	12.968
4.1506	13.0526
4.1473	13.1359
4.144	13.2219
4.1407	13.3112
4.1374	13.4026
4.1341	13.4935
4.1308	13.5892
4.1275	13.6887
4.1242	13.7905
4.1209	13.893
4.1177	13.993
4.1144	14.0913
4.1111	14.1857
4.1079	14.2779
4.1046	14.3702
4.1014	14.4652
4.0981	14.5599
4.0949	14.6494
4.0917	14.7342
4.0884	14.8119
4.0852	14.877
4.082	14.9338
4.0788	14.9862
4.0756	15.0335
4.0724	15.075
4.0692	15.1115
4.066	15.1425
4.0628	15.1619
4.0596	15.1669
4.0565	15.1638
4.0533	15.1572
4.0501	15.1477
4.047	15.1387
4.0438	15.1302
4.0406	15.1212
4.0375	15.1084
4.0344	15.0882
4.0312	15.0648
4.0281	15.0395
4.025	15.0106
4.0218	14.9798
4.0187	14.9485
4.0156	14.9215
4.0125	14.8922
4.0094	14.8581
4.0063	14.8313
4.0032	14.8138
4.0001	14.7953
3.997	14.7783
3.994	14.7652
3.9909	14.7508
3.9878	14.7302
3.9847	14.707
3.9817	14.688
3.9786	14.6696
3.9756	14.648
3.9725	14.6324
3.9695	14.6227
3.9665	14.6094
3.9634	14.5945
3.9604	14.5803
3.9574	14.5632
3.9544	14.5414
3.9513	14.518
3.9483	14.4924
3.9453	14.4683
3.9423	14.4403
3.9393	14.4067
3.9363	14.3716
3.9333	14.3352
3.9304	14.2916
3.9274	14.2452
3.9244	14.1945
3.9214	14.1436
3.9185	14.0846
3.9155	14.0171
3.9126	13.9503
3.9096	13.881
3.9067	13.8054
3.9037	13.7303
3.9008	13.655
3.8979	13.5736
3.8949	13.481
3.892	13.382
3.8891	13.2849
3.8862	13.1906
3.8833	13.1061
3.8804	13.0327
3.8775	12.9607
3.8746	12.8941
3.8717	12.8333
3.8688	12.7693
3.8659	12.7047
3.863	12.6417
3.8601	12.5851
3.8573	12.5399
3.8544	12.4987
3.8515	12.4705
3.8487	12.4577
3.8458	12.4504
3.843	12.4423
3.8401	12.4283
3.8373	12.4129
3.8344	12.4063
3.8316	12.4082
3.8288	12.4226
3.8259	12.4454
3.8231	12.4721
3.8203	12.5013
3.8175	12.5271
3.8147	12.5482
3.8119	12.5697
3.8091	12.6005
3.8063	12.6374
3.8035	12.6647
3.8007	12.6822
3.7979	12.7059
3.7951	12.7352
3.7924	12.7648
3.7896	12.7937
3.7868	12.8283
3.7841	12.8636
3.7813	12.8892
3.7785	12.9062
3.7758	12.9268
3.773	12.9541
3.7703	12.9773
3.7676	12.9867
3.7648	12.991
3.7621	13.001
3.7594	13.0118
3.7566	13.0265
3.7539	13.0459
3.7512	13.0647
3.7485	13.0763
3.7458	13.0758
3.7431	13.0727
3.7404	13.0755
3.7377	13.0824
3.735	13.0969
3.7323	13.107
3.7296	13.1111
3.7269	13.1179
3.7242	13.125
3.7216	13.135
3.7189	13.1445
3.7162	13.1627
3.7136	13.1911
3.7109	13.2165
3.7083	13.2404
3.7056	13.2655
3.703	13.2889
3.7003	13.318
3.6977	13.3526
3.695	13.3915
3.6924	13.4334
3.6898	13.4781
3.6872	13.5243
3.6845	13.5695
3.6819	13.6169
3.6793	13.6759
3.6767	13.7386
3.6741	13.7993
3.6715	13.8568
3.6689	13.9167
3.6663	13.9688
3.6637	14.015
3.6611	14.0621
3.6585	14.1109
3.656	14.1642
3.6534	14.2267
3.6508	14.2906
3.6482	14.3506
3.6457	14.4102
3.6431	14.4749
3.6406	14.5395
3.638	14.6006
3.6355	14.6629
3.6329	14.7283
3.6304	14.787
3.6278	14.841
3.6253	14.9005
3.6227	14.9642
3.6202	15.0234
3.6177	15.074
3.6152	15.1124
3.6127	15.1555
3.6101	15.1988
3.6076	15.2389
3.6051	15.2765
3.6026	15.318
3.6001	15.3585
3.5976	15.3831
3.5951	15.3942
3.5926	15.4079
3.5901	15.4233
3.5876	15.4321
3.5852	15.439
3.5827	15.4475
3.5802	15.4544
3.5777	15.4506
3.5753	15.4437
3.5728	15.434
3.5704	15.4222
3.5679	15.4013
3.5654	15.3788
3.563	15.3535
3.5605	15.3222
3.5581	15.2933
3.5557	15.2694
3.5532	15.249
3.5508	15.2315
3.5484	15.2116
3.5459	15.1953
3.5435	15.1797
3.5411	15.1643
3.5387	15.1543
3.5363	15.1486
3.5338	15.1538
3.5314	15.1699
3.529	15.187
3.5266	15.2161
3.5242	15.2592
3.5218	15.3026
3.5195	15.3459
3.5171	15.3871
3.5147	15.4271
3.5123	15.4548
3.5099	15.4788
3.5075	15.5211
3.5052	15.569
3.5028	15.613
3.5004	15.6642
3.4981	15.7061
3.4957	15.73
3.4934	15.7362
3.491	15.7433
3.4887	15.7483
3.4863	15.7345
3.484	15.7172
3.4816	15.7042
3.4793	15.6772
3.477	15.6412
3.4746	15.6055
3.4723	15.5721
3.47	15.5344
3.4677	15.4887
3.4653	15.443
3.463	15.4027
3.4607	15.3599
3.4584	15.3206
3.4561	15.2756
3.4538	15.227
3.4515	15.1839
3.4492	15.1439
3.4469	15.1074
3.4446	15.0913
3.4423	15.0859
3.44	15.0802
3.4378	15.0627
3.4355	15.034
3.4332	15.0028
3.4309	14.9765
3.4287	14.9528
3.4264	14.9376
3.4241	14.9298
3.4219	14.9182
3.4196	14.8919
3.4174	14.8488
3.4151	14.8076
3.4129	14.7685
3.4106	14.7361
3.4084	14.7127
3.4061	14.6935
3.4039	14.6705
3.4017	14.6373
3.3994	14.5933
3.3972	14.5519
3.395	14.5107
3.3928	14.4784
3.3906	14.451
3.3883	14.4062
3.3861	14.3468
3.3839	14.288
3.3817	14.2293
3.3795	14.1801
3.3773	14.1367
3.3751	14.0939
3.3729	14.051
3.3707	13.9946
3.3685	13.926
3.3663	13.8627
3.3641	13.8123
3.362	13.7652
3.3598	13.7088
3.3576	13.6539
3.3554	13.5975
3.3533	13.5321
3.3511	13.4644
3.3489	13.4052
3.3468	13.3536
3.3446	13.3008
3.3425	13.2532
3.3403	13.2091
3.3382	13.1551
3.336	13.099
3.3339	13.0495
3.3317	13.0033
3.3296	12.9536
3.3274	12.9031
3.3253	12.8551
3.3232	12.7997
3.321	12.7383
3.3189	12.6857
3.3168	12.6384
3.3147	12.5953
3.3126	12.5581
3.3104	12.5169
3.3083	12.4752
3.3062	12.4378
3.3041	12.3952
3.302	12.3497
3.2999	12.3021
3.2978	12.2621
3.2957	12.2311
3.2936	12.2024
3.2915	12.1759
3.2894	12.1584
3.2874	12.1394
3.2853	12.1084
3.2832	12.0738
3.2811	12.0421
3.279	12.0113
3.277	11.9886
3.2749	11.9656
3.2728	11.9481
3.2708	11.9403
3.2687	11.9327
3.2666	11.9249
3.2646	11.9213
3.2625	11.9111
3.2605	11.8972
3.2584	11.8784
3.2564	11.8541
3.2543	11.8453
3.2523	11.8498
3.2503	11.8526
3.2482	11.8574
3.2462	11.8519
3.2442	11.8337
3.2421	11.8117
3.2401	11.7911
3.2381	11.7825
3.2361	11.7768
3.234	11.7629
3.232	11.7532
3.23	11.7406
3.228	11.7198
3.226	11.6937
3.224	11.6644
3.222	11.6369
3.22	11.6049
3.218	11.568
3.216	11.5462
3.214	11.5263
3.212	11.505
3.21	11.4756
3.208	11.4403
3.206	11.414
3.204	11.3901
3.2021	11.3707
3.2001	11.3546
3.1981	11.3212
3.1961	11.2821
3.1942	11.236
3.1922	11.1884
3.1902	11.1531
3.1883	11.1206
3.1863	11.1017
3.1844	11.0856
3.1824	11.061
3.1805	11.0373
3.1785	11.007
3.1766	10.97
3.1746	10.9267
3.1727	10.8741
3.1707	10.836
3.1688	10.8125
3.1669	10.7891
3.1649	10.763
3.163	10.741
3.1611	10.7235
3.1591	10.6915
3.1572	10.6458
3.1553	10.5987
3.1534	10.5527
3.1515	10.5075
3.1495	10.4592
3.1476	10.4178
3.1457	10.3839
3.1438	10.3477
3.1419	10.3043
3.14	10.2525
3.1381	10.2065
3.1362	10.1677
3.1343	10.1286
3.1324	10.0936
3.1305	10.0588
3.1286	10.0199
3.1268	9.9692
3.1249	9.911
3.123	9.8641
3.1211	9.8243
3.1192	9.784
3.1174	9.7317
3.1155	9.664
3.1136	9.5979
3.1117	9.5295
3.1099	9.4617
3.108	9.4028
3.1061	9.3504
3.1043	9.2955
3.1024	9.2339
3.1006	9.1723
3.0987	9.1188
3.0969	9.0748
3.095	9.0322
3.0932	8.977
3.0913	8.9135
3.0895	8.8505
3.0876	8.7953
3.0858	8.7454
3.084	8.6847
3.0821	8.6293
3.0803	8.5912
3.0785	8.5502
3.0766	8.5017
3.0748	8.465
3.073	8.4382
3.0712	8.4032
3.0694	8.3475
3.0675	8.2871
3.0657	8.2341
3.0639	8.1685
3.0621	8.1124
3.0603	8.0892
3.0585	8.0709
3.0567	8.047
3.0549	8.0228
3.0531	7.9925
3.0513	7.9501
3.0495	7.9037
3.0477	7.8746
3.0459	7.8535
3.0441	7.8263
3.0423	7.8121
3.0406	7.8054
3.0388	7.7972
3.037	7.7905
3.0352	7.7872
3.0334	7.7607
3.0317	7.7074
3.0299	7.6565
3.0281	7.6252
3.0264	7.6231
3.0246	7.6359
3.0228	7.6546
3.0211	7.6783
3.0193	7.6873
3.0176	7.6816
3.0158	7.6802
3.014	7.6996
3.0123	7.7313
3.0105	7.7597
3.0088	7.7962
3.007	7.8339
3.0053	7.8796
3.0036	7.9255
3.0018	7.9672
3.0001	8.0148
2.9984	8.0517
