Name:  Garnet Gneiss 
12.1409	3.4978
12.1125	3.5487
12.0843	3.5939
12.0562	3.6356
12.0282	3.677
12.0003	3.7204
11.9726	3.7677
11.945	3.8196
11.9176	3.876
11.8903	3.9359
11.863	3.9984
11.836	4.0628
11.809	4.1286
11.7822	4.1957
11.7555	4.2643
11.7289	4.3354
11.7024	4.4107
11.676	4.4931
11.6498	4.5869
11.6237	4.6961
11.5977	4.8244
11.5718	4.9712
11.546	5.1318
11.5203	5.2957
11.4948	5.4484
11.4694	5.5739
11.444	5.6568
11.4188	5.6869
11.3937	5.6599
11.3688	5.582
11.3439	5.4686
11.3191	5.343
11.2944	5.2341
11.2699	5.1695
11.2454	5.169
11.2211	5.2405
11.1969	5.3764
11.1727	5.5566
11.1487	5.7534
11.1248	5.9389
11.101	6.0907
11.0773	6.197
11.0536	6.2553
11.0301	6.2709
11.0067	6.2531
10.9834	6.211
10.9602	6.1506
10.937	6.0755
10.914	5.9853
10.8911	5.879
10.8682	5.7556
10.8455	5.6173
10.8229	5.4695
10.8003	5.3215
10.7779	5.1841
10.7555	5.0683
10.7332	4.9826
10.7111	4.9317
10.689	4.9165
10.667	4.935
10.6451	4.9833
10.6233	5.0577
10.6015	5.1555
10.5799	5.2753
10.5584	5.4167
10.5369	5.581
10.5155	5.7695
10.4942	5.982
10.473	6.2164
10.4519	6.4677
10.4309	6.7277
10.4099	6.9854
10.3891	7.2307
10.3683	7.4561
10.3476	7.6577
10.327	7.8362
10.3065	7.9958
10.286	8.1422
10.2657	8.2807
10.2454	8.4157
10.2252	8.5498
10.205	8.6847
10.185	8.8219
10.165	8.9613
10.1451	9.1025
10.1253	9.2441
10.1056	9.3841
10.0859	9.519
10.0663	9.6476
10.0468	9.7689
10.0274	9.8835
10.008	9.9929
9.9887	10.0976
9.9695	10.1973
9.9504	10.2906
9.9313	10.3737
9.9123	10.4433
9.8934	10.4964
9.8746	10.5307
9.8558	10.5468
9.8371	10.5475
9.8185	10.5388
9.7999	10.5272
9.7814	10.5205
9.763	10.5248
9.7447	10.543
9.7264	10.575
9.7082	10.6165
9.69	10.661
9.6719	10.701
9.6539	10.7294
9.636	10.7417
9.6181	10.7353
9.6003	10.71
9.5825	10.6669
9.5649	10.6082
9.5472	10.5371
9.5297	10.458
9.5122	10.377
9.4948	10.3029
9.4774	10.247
9.4601	10.2222
9.4429	10.2409
9.4257	10.3112
9.4086	10.4346
9.3916	10.6039
9.3746	10.8031
9.3577	11.011
9.3408	11.2057
9.324	11.3698
9.3073	11.4931
9.2906	11.5746
9.274	11.6198
9.2574	11.6376
9.2409	11.6367
9.2245	11.6234
9.2081	11.6004
9.1918	11.568
9.1755	11.5261
9.1593	11.4751
9.1431	11.4164
9.127	11.352
9.111	11.2843
9.095	11.2154
9.0791	11.1462
9.0632	11.078
9.0474	11.0124
9.0316	10.9525
9.0159	10.9011
9.0003	10.8608
8.9847	10.8324
8.9691	10.8147
8.9536	10.8052
8.9382	10.8002
8.9228	10.7969
8.9075	10.7934
8.8922	10.7881
8.877	10.7803
8.8618	10.7675
8.8467	10.7474
8.8316	10.7169
8.8166	10.674
8.8016	10.6195
8.7867	10.5558
8.7718	10.4838
8.757	10.4012
8.7423	10.2977
8.7275	10.1568
8.7129	9.9605
8.6982	9.6995
8.6837	9.3843
8.6692	9.0497
8.6547	8.7506
8.6403	8.5472
8.6259	8.4837
8.6116	8.5737
8.5973	8.7927
8.583	9.088
8.5688	9.3959
8.5547	9.6623
8.5406	9.8553
8.5266	9.9692
8.5126	10.0171
8.4986	10.0204
8.4847	9.9991
8.4708	9.9666
8.457	9.9304
8.4432	9.8927
8.4295	9.8532
8.4158	9.8115
8.4022	9.7663
8.3886	9.7158
8.375	9.6583
8.3615	9.5927
8.3481	9.5181
8.3347	9.4359
8.3213	9.3485
8.3079	9.2586
8.2946	9.1686
8.2814	9.0793
8.2682	8.9893
8.255	8.8948
8.2419	8.7904
8.2288	8.6701
8.2158	8.5275
8.2028	8.3565
8.1898	8.1524
8.1769	7.9118
8.164	7.633
8.1512	7.319
8.1384	6.9764
8.1256	6.6157
8.1129	6.2493
8.1002	5.8891
8.0876	5.5453
8.075	5.2234
8.0624	4.9255
8.0499	4.6511
8.0374	4.3974
8.025	4.1627
8.0126	3.9442
8.0002	3.7403
7.9879	3.5492
7.9756	3.3689
7.9634	3.198
7.9512	3.036
7.939	2.883
7.9268	2.7404
7.9147	2.6092
7.9027	2.4911
7.8906	2.3857
7.8786	2.2933
7.8667	2.2128
7.8548	2.1437
7.8429	2.0854
7.831	2.0369
7.8192	1.9968
7.8075	1.9632
7.7957	1.9338
7.784	1.9064
7.7723	1.8791
7.7607	1.8517
7.7491	1.8244
7.7375	1.7977
7.726	1.773
7.7145	1.7508
7.7031	1.7314
7.6916	1.7138
7.6802	1.6977
7.6689	1.6814
7.6575	1.6641
7.6462	1.6459
7.635	1.6272
7.6238	1.6096
7.6126	1.595
7.6014	1.5845
7.5903	1.5791
7.5792	1.5772
7.5681	1.5774
7.5571	1.5779
7.5461	1.5765
7.5351	1.5729
7.5242	1.5672
7.5133	1.5606
7.5024	1.5542
7.4916	1.5492
7.4807	1.5469
7.47	1.5469
7.4592	1.5492
7.4485	1.5533
7.4378	1.5585
7.4272	1.5639
7.4165	1.5684
7.4059	1.572
7.3954	1.5741
7.3848	1.5753
7.3743	1.5758
7.3639	1.5758
7.3534	1.576
7.343	1.5762
7.3326	1.5767
7.3223	1.5774
7.3119	1.5784
7.3016	1.5805
7.2914	1.5838
7.2811	1.5888
7.2709	1.5952
7.2607	1.603
7.2506	1.6118
7.2404	1.6208
7.2303	1.6293
7.2203	1.6376
7.2102	1.6456
7.2002	1.6532
7.1902	1.6608
7.1803	1.6688
7.1703	1.6774
7.1604	1.6861
7.1506	1.6956
7.1407	1.7048
7.1309	1.7143
7.1211	1.7233
7.1113	1.7316
7.1016	1.7396
7.0919	1.7477
7.0822	1.7555
7.0725	1.7633
7.0629	1.7711
7.0533	1.7792
7.0437	1.7872
7.0341	1.7958
7.0246	1.805
7.0151	1.8145
7.0056	1.8237
6.9962	1.8318
6.9867	1.8384
6.9773	1.8427
6.9679	1.845
6.9586	1.8453
6.9493	1.8446
6.94	1.8436
6.9307	1.8424
6.9214	1.842
6.9122	1.8431
6.903	1.846
6.8938	1.851
6.8847	1.8576
6.8755	1.8656
6.8664	1.8734
6.8573	1.8798
6.8483	1.8841
6.8393	1.8865
6.8302	1.8877
6.8213	1.8891
6.8123	1.8917
6.8034	1.8962
6.7944	1.9028
6.7855	1.9104
6.7767	1.918
6.7678	1.9244
6.759	1.9291
6.7502	1.9317
6.7414	1.9324
6.7327	1.9319
6.7239	1.9315
6.7152	1.9315
6.7065	1.9331
6.6979	1.9362
6.6892	1.9412
6.6806	1.9478
6.672	1.9559
6.6634	1.9653
6.6549	1.9758
6.6464	1.9862
6.6378	1.9952
6.6294	2.002
6.6209	2.0063
6.6124	2.008
6.604	2.0077
6.5956	2.0068
6.5872	2.0061
6.5789	2.0061
6.5705	2.0073
6.5622	2.0096
6.5539	2.0136
6.5456	2.0191
6.5374	2.026
6.5292	2.0342
6.5209	2.044
6.5128	2.0539
6.5046	2.0634
6.4964	2.0719
6.4883	2.0795
6.4802	2.0854
6.4721	2.0904
6.464	2.0946
6.456	2.0987
6.448	2.1025
6.4399	2.106
6.432	2.1096
6.424	2.1124
6.416	2.1136
6.4081	2.1129
6.4002	2.11
6.3923	2.1055
6.3844	2.1001
6.3766	2.0949
6.3687	2.0913
6.3609	2.0897
6.3531	2.0899
6.3454	2.0916
6.3376	2.0937
6.3299	2.0958
6.3221	2.0977
6.3144	2.0994
6.3068	2.1001
6.2991	2.0996
6.2914	2.0972
6.2838	2.0932
6.2762	2.088
6.2686	2.0835
6.2611	2.0804
6.2535	2.08
6.246	2.0816
6.2385	2.0852
6.231	2.0892
6.2235	2.093
6.216	2.0958
6.2086	2.0977
6.2011	2.0984
6.1937	2.0984
6.1863	2.0984
6.179	2.0994
6.1716	2.1022
6.1643	2.1079
6.157	2.1169
6.1496	2.1285
6.1424	2.1415
6.1351	2.1543
6.1278	2.165
6.1206	2.1725
6.1134	2.1766
6.1062	2.1782
6.099	2.1789
6.0918	2.1804
6.0847	2.1842
6.0776	2.1908
6.0704	2.1998
6.0633	2.2102
6.0563	2.2204
6.0492	2.2287
6.0421	2.2346
6.0351	2.2381
6.0281	2.2405
6.0211	2.2429
6.0141	2.2464
6.0071	2.2516
6.0002	2.2578
5.9932	2.2644
5.9863	2.2699
5.9794	2.2741
5.9725	2.277
5.9657	2.2789
5.9588	2.2803
5.952	2.2817
5.9451	2.2836
5.9383	2.2857
5.9315	2.2879
5.9247	2.29
5.918	2.2924
5.9112	2.2957
5.9045	2.3004
5.8978	2.3066
5.8911	2.3139
5.8844	2.3215
5.8777	2.3288
5.8711	2.335
5.8644	2.3402
5.8578	2.3442
5.8512	2.3471
5.8446	2.3492
5.838	2.3509
5.8314	2.3525
5.8249	2.3544
5.8184	2.3568
5.8118	2.3592
5.8053	2.3611
5.7988	2.3615
5.7923	2.3606
5.7859	2.3582
5.7794	2.3554
5.773	2.3532
5.7666	2.3523
5.7602	2.3528
5.7538	2.3539
5.7474	2.3551
5.741	2.3551
5.7347	2.3544
5.7283	2.3535
5.722	2.3535
5.7157	2.3549
5.7094	2.3582
5.7031	2.3622
5.6969	2.3656
5.6906	2.3665
5.6844	2.3646
5.6782	2.3599
5.6719	2.3535
5.6657	2.3471
5.6596	2.3419
5.6534	2.3386
5.6472	2.3376
5.6411	2.3383
5.6349	2.3402
5.6288	2.3423
5.6227	2.3435
5.6166	2.3433
5.6106	2.3416
5.6045	2.3383
5.5984	2.3348
5.5924	2.3317
5.5864	2.3303
5.5804	2.3307
5.5744	2.3331
5.5684	2.3367
5.5624	2.3409
5.5564	2.3454
5.5505	2.3499
5.5445	2.3549
5.5386	2.3611
5.5327	2.3686
5.5268	2.3776
5.5209	2.3878
5.5151	2.3987
5.5092	2.4096
5.5033	2.4203
5.4975	2.43
5.4917	2.4392
5.4859	2.4484
5.4801	2.4577
5.4743	2.4674
5.4685	2.4778
5.4628	2.4889
5.457	2.5005
5.4513	2.5117
5.4455	2.5214
5.4398	2.529
5.4341	2.5332
5.4284	2.5349
5.4228	2.5346
5.4171	2.5339
5.4114	2.5346
5.4058	2.5372
5.4002	2.5417
5.3945	2.5467
5.3889	2.5507
5.3833	2.5526
5.3778	2.5526
5.3722	2.5519
5.3666	2.5522
5.3611	2.5552
5.3555	2.5609
5.35	2.5687
5.3445	2.5773
5.339	2.5848
5.3335	2.5903
5.328	2.5938
5.3225	2.596
5.3171	2.5979
5.3116	2.6007
5.3062	2.6045
5.3008	2.6095
5.2954	2.6156
5.29	2.6223
5.2846	2.6296
5.2792	2.6379
5.2738	2.6476
5.2684	2.659
5.2631	2.6722
5.2578	2.6871
5.2524	2.7035
5.2471	2.721
5.2418	2.739
5.2365	2.7568
5.2312	2.7738
5.226	2.7902
5.2207	2.8058
5.2154	2.8205
5.2102	2.8352
5.205	2.8496
5.1998	2.8638
5.1945	2.8768
5.1893	2.8892
5.1842	2.9003
5.179	2.9112
5.1738	2.9223
5.1686	2.9351
5.1635	2.9491
5.1584	2.964
5.1532	2.9787
5.1481	2.9924
5.143	3.005
5.1379	3.0166
5.1328	3.0277
5.1277	3.04
5.1227	3.0535
5.1176	3.0687
5.1126	3.0845
5.1075	3.1006
5.1025	3.1163
5.0975	3.1302
5.0925	3.143
5.0875	3.1544
5.0825	3.1653
5.0775	3.1759
5.0726	3.1873
5.0676	3.1999
5.0627	3.2141
5.0577	3.2299
5.0528	3.2477
5.0479	3.2662
5.043	3.2844
5.038	3.3014
5.0332	3.3166
5.0283	3.3299
5.0234	3.3422
5.0185	3.3543
5.0137	3.3675
5.0088	3.3822
5.004	3.3981
4.9992	3.4149
4.9944	3.4329
4.9896	3.4523
4.9848	3.4734
4.98	3.4961
4.9752	3.5205
4.9704	3.5456
4.9657	3.5707
4.9609	3.5944
4.9562	3.6159
4.9514	3.6354
4.9467	3.6524
4.942	3.6683
4.9373	3.6837
4.9326	3.7005
4.9279	3.7204
4.9232	3.7448
4.9186	3.7746
4.9139	3.8101
4.9092	3.8511
4.9046	3.897
4.9	3.9475
4.8953	4.0022
4.8907	4.0607
4.8861	4.122
4.8815	4.1848
4.8769	4.2473
4.8723	4.3084
4.8678	4.3674
4.8632	4.424
4.8586	4.4791
4.8541	4.5327
4.8495	4.585
4.845	4.6352
4.8405	4.683
4.836	4.7283
4.8315	4.7707
4.827	4.8111
4.8225	4.8507
4.818	4.8902
4.8135	4.93
4.809	4.9701
4.8046	5.0098
4.8001	5.0491
4.7957	5.0873
4.7913	5.1245
4.7868	5.1614
4.7824	5.1986
4.778	5.2367
4.7736	5.2755
4.7692	5.3156
4.7648	5.3568
4.7605	5.3994
4.7561	5.4432
4.7517	5.4877
4.7474	5.5318
4.7431	5.5742
4.7387	5.6128
4.7344	5.6466
4.7301	5.6751
4.7258	5.6978
4.7215	5.7148
4.7172	5.726
4.7129	5.7314
4.7086	5.7305
4.7043	5.7241
4.7	5.7134
4.6958	5.7023
4.6915	5.6947
4.6873	5.6959
4.6831	5.7101
4.6788	5.7397
4.6746	5.7842
4.6704	5.842
4.6662	5.9095
4.662	5.9836
4.6578	6.0618
4.6536	6.1423
4.6495	6.2249
4.6453	6.3097
4.6411	6.3962
4.637	6.484
4.6328	6.5719
4.6287	6.6581
4.6246	6.7412
4.6205	6.8203
4.6163	6.8956
4.6122	6.9674
4.6081	7.0363
4.604	7.1028
4.6	7.1665
4.5959	7.2269
4.5918	7.2835
4.5877	7.3361
4.5837	7.3858
4.5796	7.4339
4.5756	7.481
4.5716	7.5277
4.5675	7.5729
4.5635	7.615
4.5595	7.652
4.5555	7.6821
4.5515	7.7036
4.5475	7.7162
4.5435	7.72
4.5395	7.7157
4.5356	7.7041
4.5316	7.6863
4.5276	7.6626
4.5237	7.6335
4.5197	7.5994
4.5158	7.5615
4.5119	7.5222
4.508	7.485
4.504	7.4538
4.5001	7.4313
4.4962	7.4192
4.4923	7.4171
4.4884	7.4235
4.4846	7.4355
4.4807	7.4521
4.4768	7.473
4.473	7.4995
4.4691	7.5343
4.4652	7.5798
4.4614	7.6368
4.4576	7.7048
4.4537	7.7813
4.4499	7.862
4.4461	7.9437
4.4423	8.0228
4.4385	8.0984
4.4347	8.1704
4.4309	8.24
4.4271	8.3092
4.4233	8.379
4.4196	8.451
4.4158	8.5251
4.412	8.6014
4.4083	8.68
4.4045	8.7612
4.4008	8.846
4.3971	8.9346
4.3934	9.0265
4.3896	9.1203
4.3859	9.2138
4.3822	9.3045
4.3785	9.3895
4.3748	9.4672
4.3711	9.5373
4.3674	9.6003
4.3638	9.6581
4.3601	9.7128
4.3564	9.766
4.3528	9.8198
4.3491	9.8755
4.3455	9.9332
4.3418	9.9941
4.3382	10.058
4.3346	10.1241
4.331	10.1911
4.3273	10.2577
4.3237	10.3211
4.3201	10.3801
4.3165	10.4336
4.3129	10.4815
4.3094	10.5253
4.3058	10.5665
4.3022	10.607
4.2986	10.6487
4.2951	10.6918
4.2915	10.7365
4.288	10.782
4.2844	10.8277
4.2809	10.8748
4.2774	10.9255
4.2738	10.983
4.2703	11.0515
4.2668	11.1327
4.2633	11.226
4.2598	11.3269
4.2563	11.4283
4.2528	11.5235
4.2493	11.6066
4.2458	11.6764
4.2424	11.7349
4.2389	11.7868
4.2354	11.8377
4.232	11.8912
4.2285	11.9493
4.2251	12.0108
4.2216	12.0733
4.2182	12.1342
4.2148	12.1906
4.2113	12.2412
4.2079	12.2865
4.2045	12.3277
4.2011	12.3672
4.1977	12.4082
4.1943	12.4522
4.1909	12.5006
4.1875	12.5524
4.1841	12.6067
4.1808	12.6611
4.1774	12.7151
4.174	12.7679
4.1707	12.8198
4.1673	12.8714
4.164	12.9233
4.1606	12.9761
4.1573	13.0291
4.154	13.0824
4.1506	13.1352
4.1473	13.1871
4.144	13.2375
4.1407	13.2866
4.1374	13.3342
4.1341	13.3813
4.1308	13.4284
4.1275	13.476
4.1242	13.5248
4.1209	13.575
4.1177	13.6266
4.1144	13.679
4.1111	13.7318
4.1079	13.7846
4.1046	13.8367
4.1014	13.8876
4.0981	13.9366
4.0949	13.9837
4.0917	14.0292
4.0884	14.0735
4.0852	14.1166
4.082	14.1587
4.0788	14.1997
4.0756	14.239
4.0724	14.2762
4.0692	14.3108
4.066	14.3432
4.0628	14.3738
4.0596	14.402
4.0565	14.4278
4.0533	14.4503
4.0501	14.469
4.047	14.4834
4.0438	14.4943
4.0406	14.5026
4.0375	14.5097
4.0344	14.517
4.0312	14.5258
4.0281	14.5367
4.025	14.5493
4.0218	14.5632
4.0187	14.5774
4.0156	14.5914
4.0125	14.6049
4.0094	14.6182
4.0063	14.6312
4.0032	14.6447
4.0001	14.6589
3.997	14.6745
3.994	14.6911
3.9909	14.7093
3.9878	14.7292
3.9847	14.7517
3.9817	14.7773
3.9786	14.8069
3.9756	14.8408
3.9725	14.8787
3.9695	14.9199
3.9665	14.963
3.9634	15.0065
3.9604	15.0492
3.9574	15.0899
3.9544	15.1287
3.9513	15.1657
3.9483	15.201
3.9453	15.2355
3.9423	15.2692
3.9393	15.3019
3.9363	15.3331
3.9333	15.3622
3.9304	15.3881
3.9274	15.4103
3.9244	15.4288
3.9214	15.4439
3.9185	15.4563
3.9155	15.4662
3.9126	15.4738
3.9096	15.478
3.9067	15.479
3.9037	15.4761
3.9008	15.47
3.8979	15.4615
3.8949	15.4522
3.892	15.4432
3.8891	15.4342
3.8862	15.4248
3.8833	15.4141
3.8804	15.4016
3.8775	15.3866
3.8746	15.3705
3.8717	15.3542
3.8688	15.339
3.8659	15.3262
3.863	15.3161
3.8601	15.3087
3.8573	15.3033
3.8544	15.2995
3.8515	15.2966
3.8487	15.2952
3.8458	15.295
3.843	15.2974
3.8401	15.3021
3.8373	15.3101
3.8344	15.3208
3.8316	15.3329
3.8288	15.345
3.8259	15.3558
3.8231	15.3644
3.8203	15.3701
3.8175	15.3731
3.8147	15.3743
3.8119	15.3748
3.8091	15.375
3.8063	15.3753
3.8035	15.375
3.8007	15.3729
3.7979	15.3679
3.7951	15.3589
3.7924	15.3461
3.7896	15.33
3.7868	15.3116
3.7841	15.2919
3.7813	15.272
3.7785	15.2528
3.7758	15.2341
3.773	15.2154
3.7703	15.1958
3.7676	15.174
3.7648	15.1484
3.7621	15.1193
3.7594	15.0875
3.7566	15.0551
3.7539	15.0241
3.7512	14.9959
3.7485	14.972
3.7458	14.9521
3.7431	14.9367
3.7404	14.9258
3.7377	14.9196
3.735	14.9184
3.7323	14.9213
3.7296	14.9267
3.7269	14.9334
3.7242	14.9395
3.7216	14.9447
3.7189	14.949
3.7162	14.9542
3.7136	14.9615
3.7109	14.9729
3.7083	14.989
3.7056	15.0099
3.703	15.034
3.7003	15.0589
3.6977	15.0821
3.695	15.1013
3.6924	15.1155
3.6898	15.1247
3.6872	15.1313
3.6845	15.1387
3.6819	15.1486
3.6793	15.1621
3.6767	15.1787
3.6741	15.196
3.6715	15.2112
3.6689	15.222
3.6663	15.228
3.6637	15.2294
3.6611	15.2273
3.6585	15.2225
3.656	15.2159
3.6534	15.2078
3.6508	15.1986
3.6482	15.1889
3.6457	15.1797
3.6431	15.1709
3.6406	15.1626
3.638	15.1534
3.6355	15.1415
3.6329	15.1264
3.6304	15.1077
3.6278	15.0856
3.6253	15.062
3.6227	15.0388
3.6202	15.017
3.6177	14.9966
3.6152	14.9774
3.6127	14.9582
3.6101	14.9383
3.6076	14.9166
3.6051	14.8936
3.6026	14.8701
3.6001	14.8465
3.5976	14.823
3.5951	14.7991
3.5926	14.7735
3.5901	14.7456
3.5876	14.715
3.5852	14.6823
3.5827	14.6501
3.5802	14.6198
3.5777	14.5931
3.5753	14.5699
3.5728	14.5485
3.5704	14.5265
3.5679	14.5021
3.5654	14.4739
3.563	14.4434
3.5605	14.4119
3.5581	14.3818
3.5557	14.3544
3.5532	14.329
3.5508	14.3039
3.5484	14.2776
3.5459	14.2487
3.5435	14.2172
3.5411	14.1838
3.5387	14.1507
3.5363	14.1187
3.5338	14.0886
3.5314	14.0593
3.529	14.0302
3.5266	13.9996
3.5242	13.9669
3.5218	13.9323
3.5195	13.8961
3.5171	13.8587
3.5147	13.8203
3.5123	13.781
3.5099	13.741
3.5075	13.701
3.5052	13.6626
3.5028	13.6273
3.5004	13.5965
3.4981	13.5705
3.4957	13.548
3.4934	13.5269
3.491	13.5054
3.4887	13.4814
3.4863	13.4547
3.484	13.4249
3.4816	13.3929
3.4793	13.3602
3.477	13.3275
3.4746	13.2958
3.4723	13.2652
3.47	13.2354
3.4677	13.2048
3.4653	13.1726
3.463	13.1376
3.4607	13.0983
3.4584	13.0542
3.4561	13.0064
3.4538	12.956
3.4515	12.9043
3.4492	12.8539
3.4469	12.8058
3.4446	12.7606
3.4423	12.718
3.44	12.6772
3.4378	12.6365
3.4355	12.5943
3.4332	12.5489
3.4309	12.4989
3.4287	12.4432
3.4264	12.3822
3.4241	12.3173
3.4219	12.2512
3.4196	12.1875
3.4174	12.129
3.4151	12.0769
3.4129	12.0312
3.4106	11.9895
3.4084	11.9495
3.4061	11.9085
3.4039	11.8654
3.4017	11.8204
3.3994	11.7742
3.3972	11.7278
3.395	11.6821
3.3928	11.6364
3.3906	11.5891
3.3883	11.5391
3.3861	11.486
3.3839	11.4309
3.3817	11.3754
3.3795	11.3219
3.3773	11.272
3.3751	11.2255
3.3729	11.1815
3.3707	11.1379
3.3685	11.0929
3.3663	11.0453
3.3641	10.9954
3.362	10.943
3.3598	10.8902
3.3576	10.8369
3.3554	10.7832
3.3533	10.7289
3.3511	10.6735
3.3489	10.6172
3.3468	10.5603
3.3446	10.5044
3.3425	10.4509
3.3403	10.4
3.3382	10.3515
3.336	10.3041
3.3339	10.2567
3.3317	10.2084
3.3296	10.1587
3.3274	10.108
3.3253	10.0578
3.3232	10.009
3.321	9.9614
3.3189	9.9148
3.3168	9.8676
3.3147	9.8189
3.3126	9.7679
3.3104	9.7151
3.3083	9.6616
3.3062	9.6081
3.3041	9.5553
3.302	9.5029
3.2999	9.4501
3.2978	9.3959
3.2957	9.3403
3.2936	9.2839
3.2915	9.2282
3.2894	9.1747
3.2874	9.1243
3.2853	9.0771
3.2832	9.0319
3.2811	8.9862
3.279	8.9379
3.277	8.8853
3.2749	8.8287
3.2728	8.7698
3.2708	8.7108
3.2687	8.6547
3.2666	8.603
3.2646	8.5559
3.2625	8.5119
3.2605	8.469
3.2584	8.4254
3.2564	8.38
3.2543	8.3324
3.2523	8.2829
3.2503	8.2322
3.2482	8.1806
3.2462	8.1285
3.2442	8.0754
3.2421	8.0221
3.2401	7.9691
3.2381	7.9165
3.2361	7.8656
3.234	7.8171
3.232	7.7711
3.23	7.7268
3.228	7.6835
3.226	7.6394
3.224	7.5937
3.222	7.5457
3.22	7.4955
3.218	7.4445
3.216	7.3939
3.214	7.3448
3.212	7.2975
3.21	7.2515
3.208	7.2056
3.206	7.1589
3.2041	7.1106
3.2021	7.0611
3.2001	7.0112
3.1981	6.9619
3.1961	6.9148
3.1942	6.8703
3.1922	6.8274
3.1902	6.7848
3.1883	6.7405
3.1863	6.6938
3.1844	6.6446
3.1824	6.5941
3.1805	6.5439
3.1785	6.4956
3.1766	6.4499
3.1746	6.4063
3.1727	6.3644
3.1707	6.3235
3.1688	6.2832
3.1669	6.2422
3.1649	6.2005
3.163	6.1577
3.1611	6.1134
3.1591	6.0684
3.1572	6.0227
3.1553	5.9777
3.1534	5.9337
3.1515	5.8901
3.1495	5.847
3.1476	5.8036
3.1457	5.7605
3.1438	5.7182
3.1419	5.6769
3.14	5.6376
3.1381	5.6002
3.1362	5.5642
3.1343	5.5285
3.1324	5.4927
3.1305	5.4558
3.1286	5.4181
3.1268	5.3802
3.1249	5.3437
3.123	5.3104
3.1211	5.2812
3.1192	5.2566
3.1174	5.2353
3.1155	5.2154
3.1136	5.1938
3.1117	5.1685
3.1099	5.1391
3.108	5.1065
3.1061	5.0726
3.1043	5.0397
3.1024	5.0096
3.1006	4.9833
3.0987	4.9603
3.0969	4.9397
3.095	4.9201
3.0932	4.9002
3.0913	4.8789
3.0895	4.8559
3.0876	4.8315
3.0858	4.8069
3.084	4.7827
3.0821	4.7591
3.0803	4.7366
3.0785	4.715
3.0766	4.6944
3.0748	4.6755
3.073	4.6579
3.0712	4.6418
3.0694	4.6264
3.0675	4.6099
3.0657	4.5909
3.0639	4.5691
3.0621	4.5454
3.0603	4.5206
3.0585	4.4962
3.0567	4.4732
3.0549	4.4514
3.0531	4.4303
3.0513	4.409
3.0495	4.388
3.0477	4.3676
3.0459	4.3482
3.0441	4.3304
3.0423	4.315
3.0406	4.3022
3.0388	4.2913
3.037	4.2819
3.0352	4.2738
3.0334	4.2667
3.0317	4.2596
3.0299	4.2516
3.0281	4.2421
3.0264	4.2298
3.0246	4.2137
3.0228	4.1935
3.0211	4.1703
3.0193	4.1457
3.0176	4.1213
3.0158	4.1
3.014	4.0829
3.0123	4.0702
3.0105	4.0602
3.0088	4.0517
3.007	4.0434
3.0053	4.0344
3.0036	4.0254
3.0018	4.0176
3.0001	4.0121
2.9984	4.0091
2.9966	4.0067
2.9949	4.0031
2.9932	3.996
2.9914	3.984
